parameter,time,control_or_change,rainfall,boxcox_streamflow,boxcox_streamflow_residual,boxcox_dot_to_line_residual,streamflow
intercept,31,Control,1367.8264719288456,20.68635419160207,1.3982645450091056,1.3982645450091056,722.7066098469329
intercept,31,Change,1367.8264719288456,18.63635419160207,-0.6517354549908951,1.398264545009102,536.8056963110374
intercept,32,Control,1136.6607104872232,14.292722125918868,-0.9332421651657352,-0.9332421651657352,257.5854275708185
intercept,32,Change,1136.6607104872232,12.242722125918869,-2.983242165165734,-0.9332421651657352,170.58040133449234
intercept,33,Control,867.958041132403,11.698583587084547,1.1943562845229572,1.1943562845229572,151.51375856035736
intercept,33,Change,867.958041132403,9.648583587084547,-0.8556437154770435,1.1943562845229554,92.9394862197273
intercept,34,Control,946.8198360513858,13.926349379774216,2.036335121897448,2.036335121897448,240.16711525245697
intercept,34,Change,946.8198360513858,11.876349379774217,-0.013664878102551015,2.036335121897448,157.5692122159391
intercept,35,Control,1012.2437667484681,7.731669870001031,-5.307996508000603,-5.307996508000603,54.564393096713346
intercept,35,Change,1012.2437667484681,5.681669870001032,-7.357996508000602,-5.307996508000603,27.56071416413416
intercept,36,Control,930.6547274441064,13.802635903362873,2.196680569864311,2.196680569864311,234.47673700910826
intercept,36,Change,930.6547274441064,11.752635903362876,0.14668056986431388,2.196680569864313,153.33745174992578
intercept,37,Control,943.5056049304137,10.504555962651072,-1.3272194704682718,-1.3272194704682718,114.98389660753642
intercept,37,Change,943.5056049304137,8.454555962651074,-3.377219470468269,-1.3272194704682683,67.37896636846004
intercept,38,Control,964.3181050873355,9.925145154232876,-2.272354787878271,-2.272354787878271,99.70489413733917
intercept,38,Change,964.3181050873355,7.875145154232878,-4.322354787878269,-2.2723547878782684,56.95865486305029
intercept,39,Control,861.0905209241012,11.880100327470302,1.4965514843554573,1.4965514843554573,157.6987796664133
intercept,39,Change,861.0905209241012,9.830100327470301,-0.5534485156445434,1.4965514843554573,97.34227216642232
intercept,40,Control,995.9968298800796,12.516500477293691,-0.23766906159627688,-0.23766906159627688,180.78118356894547
intercept,40,Change,995.9968298800796,10.466500477293692,-2.287669061596276,-0.23766906159627688,113.93321957190936
intercept,41,Control,1008.9312661654669,10.73738480696429,-2.2440731558964906,-2.2440731558964906,121.56028996800596
intercept,41,Change,1008.9312661654669,8.68738480696429,-4.2940731558964895,-2.2440731558964906,71.91821434361765
intercept,42,Control,1153.2067961094249,17.088034349870565,1.5713164734747078,1.5713164734747078,420.7462607782289
intercept,42,Change,1153.2067961094249,15.038034349870566,-0.4786835265252911,1.5713164734747078,295.71667407661386
intercept,43,Control,946.0748678839997,9.480089552554393,-2.396833864953484,-2.396833864953484,88.97910797503123
intercept,43,Change,946.0748678839997,7.430089552554394,-4.446833864953483,-2.396833864953482,49.76288240873305
intercept,44,Control,964.958718491003,12.380736236497526,0.1719792123086208,0.1719792123086208,175.67087083456946
intercept,44,Change,964.958718491003,10.330736236497527,-1.8780207876913781,0.1719792123086208,110.23962591831803
intercept,45,Control,810.744805218843,8.132527543964056,-1.366328829850179,-1.366328829850179,61.43649186295931
intercept,45,Change,810.744805218843,6.082527543964057,-3.416328829850178,-1.3663288298501772,31.86184783162904
intercept,46,Control,586.8665427786,5.950617180150678,0.3858276886213794,0.3858276886213794,30.398132610409707
intercept,46,Change,586.8665427786,3.9006171801506775,-1.6641723113786209,0.38582768862137895,13.232928339968696
intercept,47,Control,1045.5284251972512,13.00646155303211,-0.6180944478576507,-0.6180944478576507,200.09036854917895
intercept,47,Change,1045.5284251972512,10.95646155303211,-2.6680944478576514,-0.6180944478576507,127.98453626797455
intercept,48,Control,1007.5683707717349,16.601989224878217,3.644480535046707,3.644480535046707,388.28302629260105
intercept,48,Change,1007.5683707717349,14.551989224878218,1.5944805350467082,3.644480535046707,270.43326133280544
intercept,49,Control,1028.9074149553246,11.285962931652476,-2.046522882385915,-2.046522882385915,138.08899645671107
intercept,49,Change,1028.9074149553246,9.235962931652477,-4.096522882385914,-2.046522882385913,83.45276401911687
intercept,50,Control,1025.3781518736325,12.632422299339416,-0.6380460733573372,-0.6380460733573372,185.22621051577835
intercept,50,Change,1025.3781518736325,10.582422299339417,-2.688046073357336,-0.6380460733573354,117.15482010053208
intercept,51,Control,821.95380685533,9.919049454998287,0.2232245964328765,0.2232245964328765,99.55217547891495
intercept,51,Change,821.95380685533,7.869049454998287,-1.8267754035671242,0.22322459643287562,56.85546435230445
intercept,52,Control,556.5213144770155,3.106359461408574,-1.9251930986053054,-1.9251930986053054,8.980241483781983
intercept,52,Change,556.5213144770155,1.0563594614085743,-3.9751930986053052,-1.9251930986053039,2.503329067335376
intercept,53,Control,1039.8263624659155,11.672826492663173,-1.8515308738993888,-1.8515308738993888,150.65009434414003
intercept,53,Change,1039.8263624659155,9.622826492663172,-3.9015308738993895,-1.8515308738993888,92.32624477888454
intercept,54,Control,796.8652025661372,10.447056247560166,1.1920970906535295,1.1920970906535295,113.39898505357365
intercept,54,Change,796.8652025661372,8.397056247560165,-0.8579029093464712,1.1920970906535278,66.28963612730612
intercept,55,Control,855.111581776275,12.030318417380855,1.7518335775161606,1.7518335775161606,162.94924920361342
intercept,55,Change,855.111581776275,9.980318417380856,-0.2981664224838383,1.7518335775161624,101.0946465863701
intercept,56,Control,1161.1879832984685,16.214594568837107,0.557628488531261,0.557628488531261,363.6971888904634
intercept,56,Change,1161.1879832984685,14.16459456883711,-1.4923715114687361,0.5576284885312646,251.3967110021863
intercept,57,Control,1240.6363830359442,20.294139049673163,3.2410779896630473,3.2410779896630473,684.1138713644865
intercept,57,Change,1240.6363830359442,18.244139049673166,1.1910779896630501,3.241077989663049,505.52124719962137
intercept,58,Control,1025.0864733787087,11.938598741492111,-1.326744154998746,-1.326744154998746,159.7291307802422
intercept,58,Change,1025.0864733787087,9.888598741492112,-3.376744154998745,-1.3267441549987442,98.79172942330257
intercept,59,Control,1369.6164613586272,18.207945437525765,-1.1115985274033697,-1.1115985274033697,502.70027094571293
intercept,59,Change,1369.6164613586272,16.15794543752577,-3.161598527403367,-1.1115985274033697,360.1957843139846
intercept,60,Control,1131.0982287063114,14.135198511236144,-0.9930199106467121,-0.9930199106467121,249.99166869515844
intercept,60,Change,1131.0982287063114,12.085198511236145,-3.043019910646711,-0.9930199106467104,164.89757010058923
intercept,61,Control,966.7899101669624,12.87097460835228,0.6300392455922914,0.6300392455922914,194.6132812298964
intercept,61,Change,966.7899101669624,10.82097460835228,-1.4199607544077075,0.6300392455922914,123.98419180238487
intercept,62,Control,748.733115585989,10.285644722945872,1.8764793796052164,1.8764793796052164,109.03164959503437
intercept,62,Change,748.733115585989,8.235644722945871,-0.17352062039478433,1.8764793796052164,63.297638364301825
intercept,63,Control,963.9412329418215,10.704564606954571,-1.4863128064199227,-1.4863128064199227,120.61772082746731
intercept,63,Change,963.9412329418215,8.654564606954573,-3.5363128064199216,-1.486312806419921,71.26576838590114
intercept,64,Control,1202.7557248384142,17.336977389144817,0.9495684619934472,0.9495684619934472,438.08750460649054
intercept,64,Change,1202.7557248384142,15.28697738914482,-1.10043153800655,0.9495684619934508,309.28623753090847
intercept,65,Control,1081.8484257612886,13.52087065064395,-0.7419130630488269,-0.7419130630488269,221.86987318102598
intercept,65,Change,1081.8484257612886,11.470870650643953,-2.791913063048824,-0.7419130630488251,143.99731164462972
intercept,66,Control,803.4239343708332,8.749082733423617,-0.621128745443178,-0.621128745443178,73.15603158043587
intercept,66,Change,803.4239343708332,6.699082733423618,-2.671128745443177,-0.6211287454431762,39.363100510416544
intercept,67,Control,716.4711277751037,6.849702121829509,-0.9925443236241227,-0.9925443236241227,41.36773112662216
intercept,67,Change,716.4711277751037,4.79970212182951,-3.0425443236241216,-0.9925443236241218,19.554485828043173
intercept,68,Control,1045.2651225814036,11.131814359724906,-2.4881147957992784,-2.4881147957992784,133.29496858360474
intercept,68,Change,1045.2651225814036,9.081814359724905,-4.538114795799279,-2.48811479579928,80.089789150678385
intercept,69,Control,923.726265644266,7.902164035918109,-3.5820419512400354,-3.5820419512400354,57.41762047835799
intercept,69,Change,923.726265644266,5.852164035918107,-5.632041951240038,-3.582041951240037,29.336824725549025
intercept,70,Control,1296.61802780776,15.397080255098885,-2.6397097847242,-2.6397097847242,315.42448769296993
intercept,70,Change,1296.61802780776,13.347080255098886,-4.689709784724199,-2.6397097847241984,214.33523168919194
intercept,71,Control,954.1765582864484,11.942326441854068,-0.07696270404294481,-0.07696270404294481,159.8591278477059
intercept,71,Change,954.1765582864484,9.892326441854069,-2.1269627040429437,-0.07696270404294303,98.88460216166506
intercept,72,Control,471.40152386299246,5.051866692794273,1.5160687702858486,1.5160687702858486,21.649553261407423
intercept,72,Change,471.40152386299246,3.0018666927942736,-0.5339312297141507,1.5160687702858486,8.503648264838523
intercept,73,Control,793.5999333918645,9.023179343088998,-0.1744013654580936,-0.1744013654580936,78.83587869076797
intercept,73,Change,793.5999333918645,6.973179343088998,-2.2244013654580934,-0.1744013654580936,43.06356583054595
intercept,74,Control,1335.0551102281283,19.32592990597777,0.6137100528560886,0.6137100528560886,595.0545746547004
intercept,74,Change,1335.0551102281283,17.275929905977772,-1.4362899471439086,0.6137100528560886,433.7895349772953
intercept,75,Control,802.8724209775854,8.902784341796039,-0.4577357514406213,-0.4577357514406213,76.30441473211883
intercept,75,Change,802.8724209775854,6.852784341796041,-2.5077357514406193,-0.4577357514406186,41.409483404700175
intercept,76,Control,813.3347798939869,6.5084527685991445,-3.035915543195938,-3.035915543195938,36.92472382237549
intercept,76,Change,813.3347798939869,4.458452768599144,-5.085915543195939,-3.035915543195938,16.950958295651954
intercept,77,Control,1382.0358813420103,17.552721175492852,-1.9850611673889276,-1.9850611673889276,453.5155744966631
intercept,77,Change,1382.0358813420103,15.502721175492855,-4.035061167388925,-1.985061167388924,321.3936641160908
intercept,78,Control,717.9719676365571,7.633115258571042,-0.23550446819270743,-0.23550446819270743,52.96116616631079
intercept,78,Change,717.9719676365571,5.583115258571041,-2.285504468192708,-0.23550446819270743,26.569122773577078
intercept,79,Control,1013.7053069241039,13.75855567627875,0.6932066047479388,0.6932066047479388,232.4722196323104
intercept,79,Change,1013.7053069241039,11.708555676278753,-1.3567933952520583,0.6932066047479406,151.84906253398327
intercept,80,Control,1286.2344904816712,17.067935460440726,-0.78639144128989,-0.78639144128989,419.3675045015797
intercept,80,Change,1286.2344904816712,15.017935460440722,-2.8363914412898943,-0.7863914412898971,294.6396368251324
intercept,81,Control,1140.3816554979123,14.938630109672197,-0.35271992443988154,-0.35271992443988154,290.41669223544164
intercept,81,Change,1140.3816554979123,12.888630109672196,-2.4027199244398822,-0.3527199244398833,195.32098703089676
intercept,82,Control,1005.5214996362992,14.27048278953855,1.3489424329362283,1.3489424329362283,256.5036765220046
intercept,82,Change,1005.5214996362992,12.220482789538549,-0.7010575670637724,1.3489424329362283,169.7699094987308
intercept,83,Control,1162.021625661571,18.019780423632916,2.348165289074977,2.348165289074977,488.2117506997043
intercept,83,Change,1162.021625661571,15.969780423632917,0.2981652890749782,2.348165289074977,348.7349031590369
intercept,84,Control,765.3947454204358,11.928015298619798,3.2260659867860717,3.2260659867860717,159.36045492275423
intercept,84,Change,765.3947454204358,9.878015298619799,1.1760659867860728,3.2260659867860717,98.52838400370679
intercept,85,Control,1169.3372895714504,15.924642934834676,0.1244744034615124,0.1244744034615124,346.02409358438024
intercept,85,Change,1169.3372895714504,13.874642934834675,-1.9255255965384883,0.1244744034615124,237.77718279385778
intercept,86,Control,1235.4274922808302,18.6960288109573,1.734500195364845,1.734500195364845,541.6814007091216
intercept,86,Change,1235.4274922808302,16.646028810957304,-0.31549980463515226,1.7345001953648485,391.1496195877244
intercept,87,Control,1018.5685014601842,14.733737347433781,1.5829305259724276,1.5829305259724276,279.7027014891839
intercept,87,Change,1018.5685014601842,12.683737347433782,-0.4670694740275714,1.5829305259724276,187.2180953124708
intercept,88,Control,721.2268462136458,6.524746470712982,-1.401069117213936,-1.401069117213936,37.1288884467331
intercept,88,Change,721.2268462136458,4.474746470712981,-3.4510691172139367,-1.401069117213936,17.069402816259064
intercept,89,Control,1037.9484505405549,16.173478396266177,2.682120352786093,2.682120352786093,361.15349638652987
intercept,89,Change,1037.9484505405549,14.123478396266176,0.6321203527860924,2.682120352786093,249.43301873546966
intercept,90,Control,1132.4060914854178,12.011509088632852,-3.139691553988067,-3.139691553988067,162.2852163995274
intercept,90,Change,1132.4060914854178,9.961509088632852,-5.189691553988068,-3.139691553988067,100.61934743163856
intercept,91,Control,802.6221462314209,8.779081146176278,-0.5770410319630148,-0.5770410319630148,73.76323040870213
intercept,91,Change,802.6221462314209,6.729081146176277,-2.6270410319630155,-0.5770410319630157,39.75680937681304
intercept,92,Control,826.6084028236746,9.00068143290477,-0.7769356088314812,-0.7769356088314812,78.35843060010865
intercept,92,Change,826.6084028236746,6.950681432904769,-2.826935608831482,-0.776935608831482,42.75102064102155
intercept,93,Control,1128.1418621951868,17.219500159096853,2.1432320402784395,2.1432320402784395,429.84300320011243
intercept,93,Change,1128.1418621951868,15.169500159096856,0.09323204027844234,2.143232040278443,302.82959642619437
intercept,94,Control,1121.8766890838774,11.742115143276717,-3.2240591692903493,-3.2240591692903493,152.98128981494813
intercept,94,Change,1121.8766890838774,9.692115143276718,-5.274059169290348,-3.2240591692903475,93.98238605835525
intercept,95,Control,1248.8175593312646,17.24704558724203,0.05022204502064653,0.05022204502064653,431.76629582031893
intercept,95,Change,1248.8175593312646,15.197045587242036,-1.9997779549793488,0.05022204502065186,304.33496376992133
intercept,96,Control,1031.6632078539149,15.879876884589574,2.498965316935763,2.498965316935763,343.35019431973046
intercept,96,Change,1031.6632078539149,13.829876884589577,0.4489653169357659,2.498965316935765,235.72153209307564
intercept,97,Control,913.7593159257539,12.784508173362397,1.4754449016139901,1.4754449016139901,191.17324791343324
intercept,97,Change,913.7593159257539,10.734508173362396,-0.5745550983860106,1.4754449016139883,121.47746997876506
intercept,98,Control,1472.4134667151536,23.564062152195984,2.438133369182413,2.438133369182413,1053.8325564682225
intercept,98,Change,1472.4134667151536,21.514062152195983,0.3881333691824125,2.438133369182413,809.1091095577722
intercept,99,Control,1174.1045383592607,17.11380658292309,1.229866293759267,1.229866293759267,422.51883962034725
intercept,99,Change,1174.1045383592607,15.06380658292309,-0.8201337062407319,1.2298662937592688,297.10175698784684
intercept,100,Control,717.0547024156057,9.149994132603286,1.2974929101046833,1.2974929101046833,81.56529157749651
intercept,100,Change,717.0547024156057,7.099994132603286,-0.7525070898953166,1.2974929101046841,44.85528747336236
slope,1,Control,867.8279204205609,13.720504754696208,3.21856397864944,3.21856397864944,230.75155361272198
slope,1,Change,867.8279204205609,18.23346581066055,7.731525034613783,3.302146747096417,504.68821232934675
slope,2,Control,1473.8974649224338,21.734998870635945,0.5829927537312116,0.5829927537312116,833.3401761537988
slope,2,Change,1473.8974649224338,29.145515346074262,7.993509229169529,0.46927842066980574,1975.7846263178167
slope,3,Control,1249.010871616602,20.078385384274693,2.878164891177441,2.878164891177441,663.5115813728237
slope,3,Change,1249.010871616602,26.805589100969108,9.605368607871856,3.2295057491257424,1539.9144173767797
slope,4,Control,1227.2521057163892,20.45718056322261,3.6393126906718294,3.6393126906718294,699.9767151464573
slope,4,Change,1227.2521057163892,26.964084532426916,10.146216659876135,3.8814634454119954,1567.0742404699788
slope,5,Control,1008.3856566279355,12.410539700723374,-0.5613306211182874,-0.5613306211182874,176.78392754115163
slope,5,Change,1008.3856566279355,17.76597681997815,4.794106498136488,-0.35302021972388786,469.13557768267646
slope,6,Control,1150.621307224815,19.326595062547234,3.8553102982570007,3.8553102982570007,595.1128022046885
slope,6,Change,1150.621307224815,25.22319930385417,9.751914539563936,3.878471236722998,1286.5374376845505
slope,7,Control,1129.6376820222395,14.057456114634572,-1.045097071699244,-1.045097071699244,246.30232190962758
slope,7,Change,1129.6376820222395,19.933630606936717,4.831077420602901,-0.9352144407134233,649.9349699476375
slope,8,Control,1205.9165968899347,14.419086186015566,-2.023866686856511,-2.023866686856511,263.7926499047838
slope,8,Change,1205.9165968899347,20.681014384302188,4.238061511430111,-1.91774339194167,722.1711999918098
slope,9,Control,676.7958215138258,8.64396401913411,1.498905888015674,1.498905888015674,71.05592343095175
slope,9,Change,676.7958215138258,12.269096855960093,5.1240387248416575,1.6701527356149803,171.54510996290807
slope,10,Control,1226.9854166651965,14.80308151002545,-2.0101000095371937,-2.0101000095371937,283.297224234557
slope,10,Change,1226.9854166651965,20.81229402428972,3.9991125047270764,-2.2642788804059464,735.4150192831696
slope,11,Control,1035.5778060815812,14.78713187242738,1.337431619900583,1.337431619900583,282.4676126577181
slope,11,Change,1035.5778060815812,20.20161832110534,6.751918068578542,1.4659365063344048,675.2250579068043
slope,12,Control,856.9322197601022,11.677527095440439,1.3670493701623325,1.3670493701623325,150.80745307545106
slope,12,Change,856.9322197601022,16.085764883385046,5.77528715810694,1.4015470179983147,355.7686780361733
slope,13,Control,784.2771966122829,9.248936374826052,0.2151780473223237,0.2151780473223237,83.74023013102045
slope,13,Change,784.2771966122829,13.125633758999443,4.0918754314957155,0.0891431791631927,204.9963391565338
slope,14,Control,1458.4449067494,21.96903869331682,1.0885703161305038,1.0885703161305038,859.5575757075267
slope,14,Change,1458.4449067494,29.198944934586116,8.318476557399801,0.8731531763583682,1986.6397024347568
slope,15,Control,909.721015138703,14.539414620994362,3.301313778621081,3.301313778621081,269.80000415108196
slope,15,Change,909.721015138703,19.507342432184444,8.269241589811163,3.6259390901694193,611.0836703745048
slope,16,Control,804.5619750888739,9.207692915565442,-0.1825166115742647,-0.1825166115742647,82.82874960153018
slope,16,Change,804.5619750888739,13.277393073688724,3.887183546549018,-0.21913153447925282,211.3649312446395
slope,17,Control,962.9343908874013,10.441426627067337,-1.731758206693522,-1.731758206693522,113.24463793198011
slope,17,Change,962.9343908874013,15.175109681272417,3.0019248475115585,-1.9131081021748244,303.1357351693773
slope,18,Control,820.5351086594251,8.675780789144255,-0.9951142100965757,-0.9951142100965757,71.68705767030985
slope,18,Change,820.5351086594251,12.789464767359748,3.118569768118917,-1.0693110228963825,191.36928495386712
slope,19,Control,1462.3182659625347,19.904474987608474,-1.044057408109584,-1.044057408109584,647.2241780305071
slope,19,Change,1462.3182659625347,27.192053215911493,6.243520820193435,-1.2215816037551832,1606.724526150938
slope,20,Control,1015.5699714945113,14.969149086296154,1.8710334788227652,1.8710334788227652,292.03675244675037
slope,20,Change,1015.5699714945113,20.48613409282626,7.38801848535287,2.2042055568454515,702.8203678929681
slope,21,Control,911.1316049529548,10.948544821217686,-0.31434339717079673,-0.31434339717079673,127.74833868160646
slope,21,Change,911.1316049529548,15.649599242902188,4.386711024513705,-0.2637945551744032,329.8237053823585
slope,22,Control,894.8295240034711,6.983251527667369,-3.993170840590576,-3.993170840590576,43.20400742697543
slope,22,Change,894.8295240034711,11.470616442934203,0.4941940746762583,-4.073066047817269,143.9890697304797
slope,23,Control,907.0558726244268,9.953188244988983,-1.238079783927109,-1.238079783927109,100.40958521326931
slope,23,Change,907.0558726244268,14.468717217195866,3.2774491882797747,-1.3522439440807528,266.258991146282
slope,24,Control,1151.4858107249074,14.659544976416923,-0.8269311447842611,-0.8269311447842611,275.8923498175493
slope,24,Change,1151.4858107249074,20.426172882046664,4.9396967608454805,-0.9381610697686007,696.9402569831186
slope,25,Control,1156.7563182511942,11.682944002464243,-3.89614731454021,-3.89614731454021,150.98893366373184
slope,25,Change,1156.7563182511942,17.676627325825702,2.0975360088212494,-3.8072353066438005,462.5460533587641
slope,26,Control,1120.9219464443656,12.413909670130614,-2.5354875719059393,-2.5354875719059393,176.91009412785104
slope,26,Change,1120.9219464443656,18.261166564114323,3.311769322077769,-2.4100162338646918,506.8522183409938
slope,27,Control,959.9306531522274,13.396778364547734,1.2763762575161905,1.2763762575161905,216.47129611016575
slope,27,Change,959.9306531522274,18.3995514340411,6.2791493270095575,1.3794547578545924,517.7603311223918
slope,28,Control,1083.7974977868778,14.762238901042895,0.4652054141766051,0.4652054141766051,281.17621908138364
slope,28,Change,1083.7974977868778,20.261615466254522,5.964581979388232,0.4323698718396187,680.9799313085186
slope,29,Control,1084.1282296638424,16.32149929316515,2.018654070447866,2.018654070447866,370.3696137679817
slope,29,Change,1084.1282296638424,21.90201915026422,7.599173927546936,2.0652729603740774,851.9918360735232
slope,30,Control,1263.9875800739053,15.097774354451488,-2.365622081255381,-2.365622081255381,298.93422321212
slope,30,Change,1263.9875800739053,21.608559825343875,4.1451633896370055,-2.3071770026621223,819.4118323273273
slope,31,Control,1367.8264719288456,20.68635419160207,1.3982645450091056,1.3982645450091056,722.7066098469329
slope,31,Change,1367.8264719288456,27.875560509161577,8.587470862568612,1.6048842977821103,1729.8114556989103
slope,32,Control,1136.6607104872232,14.292722125918868,-0.9332421651657352,-0.9332421651657352,257.5854275708185
slope,32,Change,1136.6607104872232,20.411530395592838,5.185566104508235,-0.6165883695180732,695.5095870977534
slope,33,Control,867.958041132403,11.698583587084547,1.1943562845229572,1.1943562845229572,151.51375856035736
slope,33,Change,867.958041132403,16.27574455538725,5.771517252825658,1.3414745128264318,367.5034504468508
slope,34,Control,946.8198360513858,13.926349379774216,2.036335121897448,2.036335121897448,240.16711525245697
slope,34,Change,946.8198360513858,18.65904193394433,6.769027676067562,1.9362825943514146,538.6557589137408
