year,gauge,p_mm,q_mm,bc_q,q_na_count
1954,145101D,1918.520988,NA,NA,75
1955,145101D,1545.242,457.252852,23.286865738291194,0
1956,145101D,1748.038055,666.129498,27.151167447305095,0
1957,145101D,708.047547,101.739094,12.262810661118554,0
1958,145101D,1146.523466,133.49579,13.827369452279665,0
1959,145101D,1508.042428,337.066197,20.526717195377127,0
1960,145101D,742.698154,76.390415,10.776471188436854,0
1961,145101D,1564.599923,316.472101,19.994004769683986,0
1962,145101D,1451.844619,220.494549,17.169799710357772,0
1963,145101D,1602.004124,504.91631,24.25362202002,0
1964,145101D,1197.8977419999999,196.404096,16.342827657216034,0
1965,145101D,1200.362331,170.60370699999999,15.383114135822828,0
1966,145101D,1023.113346,93.614512,11.81450146265512,0
1967,145101D,1924.391673,720.811167,28.031960355002752,0
1968,145101D,1079.6701640000001,161.309032,15.015129694203937,0
1969,145101D,1120.338033,104.776587,12.424657599830288,0
1970,145101D,1419.5795,190.520811,16.13129298121622,0
1971,145101D,1430.51699,619.148716,26.357266816836752,0
1972,145101D,1701.016093,608.967721,26.180260327549103,0
1973,145101D,1415.733946,374.146698,21.436454043011935,0
1974,145101D,2284.011761,1160.083158,33.92598560373714,0
1975,145101D,1330.466744,219.515571,17.137331713245175,0
1976,145101D,1602.482742,655.456404,26.973985483909228,0
1977,145101D,874.912681,69.274886,10.30493444045841,0
1978,145101D,1424.814544,183.038004,15.856236263933576,0
1979,145101D,1133.530935,204.20703699999999,16.617334584380693,0
1980,145101D,1115.638122,192.385551,16.198778548214293,0
1981,145101D,1369.611558,262.199679,18.47645887676879,0
1982,145101D,1059.254518,137.76035099999999,14.018956778831818,0
1983,145101D,1728.284203,396.264178,21.95229324156049,0
1984,145101D,1208.229099,293.982213,19.386717442949042,0
1985,145101D,1182.47705,132.18684,13.76779687001179,0
1986,145101D,773.313174,30.578782999999998,6.97833879820912,0
1987,145101D,1284.736182,179.013251,15.70536563276295,0
1988,145101D,2021.448731,655.538762,26.975359626137237,0
1989,145101D,2130.916777,870.025729,30.239187493338413,0
1990,145101D,1608.865991,526.033035,24.663565293169082,0
1991,145101D,1215.494903,175.260965,15.562779210614043,0
1992,145101D,1289.532869,231.058883,17.514546251495982,0
1993,145101D,794.439429,82.169618,11.139680694908552,0
1994,145101D,802.573109,69.118973,10.294272022837088,0
1995,145101D,1163.629761,91.915002,11.717679733463767,0
1996,145101D,1634.284312,656.583536,26.99278223354944,0
1997,145101D,1101.885741,173.534505,15.496530231049563,0
1998,145101D,1151.485405,91.853861,11.714175762016945,0
1999,145101D,1741.782735,395.026182,21.923905708919857,0
2000,145101D,810.044256,130.486799,13.689870947620626,0
2001,145101D,1182.406612,237.646109,17.724518832047178,0
2002,145101D,579.938417,7.266319,3.198263135095214,0
2003,145101D,1064.728305,132.46187,13.780344516051432,2
2004,145101D,1388.452656,228.792179,17.441424631537828,1
2005,145101D,948.407224,78.199775,10.891972901850087,0
2006,145101D,991.732254,107.48357,12.566440322450013,0
2007,145101D,903.111611,20.799732,5.740077985163265,0
2008,145101D,1559.966978,351.770236,20.894655120045837,0
2009,145101D,1196.887583,216.508672,17.037034943217993,0
2010,145101D,1498.181482,267.631258,18.636754128716184,0
2011,145101D,1231.847929,302.114089,19.609567049477377,0
2012,145101D,1212.360175,365.045181,21.21860848762599,0
2013,145101D,1461.286248,473.552295,23.624314127197046,0
2014,145101D,834.412643,49.505455,8.811378401453233,0
2015,145101D,1253.109855,211.286327,16.86074052244505,0
2016,145101D,1069.802232,143.332839,14.263784433406107,0
2017,145101D,1658.910479,473.776052,23.628895301148386,0
2018,145101D,949.243686,161.660716,15.029291861937152,0
2019,145101D,443.716805,22.196217,5.9359198597324285,0
2020,145101D,1236.224169,240.315808,17.808575670862673,0
2021,145101D,1624.070096,432.930301,22.768927536702762,0
2022,145101D,2030.697744,NA,NA,31
1950,145102B,1802.742771,733.265821,26.383611405394376,0
1951,145102B,1017.503722,300.027413,18.477283390683375,0
1952,145102B,991.413903,83.840654,10.780893434787737,0
1953,145102B,1100.1690879999999,270.18550700000003,17.70439062454179,0
1954,145102B,1832.168546,762.880933,26.795330227618997,0
1955,145102B,1468.424892,406.238167,20.88249595805128,0
1956,145102B,1613.195528,606.548518,24.489084312604476,0
1957,145102B,652.686473,46.529494,8.257742488924794,0
1958,145102B,1071.785948,111.427777,12.206768596948086,0
1959,145102B,1430.300436,282.838852,18.03849730274391,0
1960,145102B,689.604106,48.582277,8.424876634444335,0
1961,145102B,1525.290162,281.43941,18.002024978360616,0
1962,145102B,1327.689047,200.07207400000001,15.641584681489562,0
1963,145102B,1470.206611,410.282539,20.965576856489246,0
1964,145102B,1103.215061,122.050763,12.69495781540345,0
1965,145102B,1046.902081,106.468258,11.9686070433486,0
1966,145102B,1026.174659,91.231028,11.189176746676237,0
1967,145102B,1729.502205,562.048771,23.763407992631407,0
1968,145102B,1006.135845,113.868653,12.321494409277573,0
1969,145102B,1084.371405,87.95532800000001,11.010920158099806,0
1970,145102B,1348.940344,161.66316700000002,14.306551799531622,0
1971,145102B,1323.838637,488.148479,22.47154290119988,0
1972,145102B,1620.643113,392.17472,20.589379617231405,0
1973,145102B,1360.460093,244.084657,16.981956274234307,0
1974,145102B,2250.927536,1101.075833,30.899181693388275,0
1975,145102B,1203.278957,124.182456,12.789606856277066,0
1976,145102B,1525.104644,489.777589,22.501335275838937,0
1977,145102B,833.441927,51.523521,8.656730187419734,0
1978,145102B,1348.242223,124.093858,12.785693853586553,0
1979,145102B,1074.959393,128.869528,12.994115116202266,0
1980,145102B,1088.270144,186.89166,15.203657845266713,0
1981,145102B,1284.709,NA,NA,32
1982,145102B,1005.724969,NA,NA,91
1983,145102B,1638.626611,331.061691,19.230198236110784,0
1984,145102B,1113.476778,NA,NA,31
1985,145102B,1100.1155919999999,86.633656,10.937797008814163,0
1986,145102B,748.939679,27.343143,6.4043258440834805,0
1987,145102B,1217.386531,105.343478,11.913610585610169,1
1988,145102B,1873.223552,584.688932,24.1370641154915,2
1989,145102B,1958.152454,764.999587,26.824386293234802,0
1990,145102B,1573.332326,548.680343,23.538197177378926,0
1991,145102B,1085.9276,120.930913,12.644810633382233,0
1992,145102B,1195.220962,161.456722,14.298851818565604,0
1993,145102B,745.305564,44.805247,8.113715746638755,0
1994,145102B,762.383645,42.938204,7.953755071575664,0
1995,145102B,1146.909225,86.003818,10.90269964877911,0
1996,145102B,1573.520481,532.605595,23.262658573908702,0
1997,145102B,1063.355904,54.395392,8.875155919283566,0
1998,145102B,1116.208257,64.078902,9.561811451529325,4
1999,145102B,1649.284955,320.224001,18.97264521238462,0
2000,145102B,765.492171,63.068795,9.493408399445807,0
2001,145102B,1105.601097,241.73269299999998,16.914459400561686,0
2002,145102B,577.73663,4.01988,2.175972250451615,0
2003,145102B,1004.825559,47.894565,8.369390828800356,0
2004,145102B,1351.527283,313.731757,18.81566155160362,0
2005,145102B,888.946608,64.741013,9.606277325899073,0
2006,145102B,953.995798,NA,NA,15
2007,145102B,850.214717,12.652885,4.301475468702814,0
2008,145102B,1394.2817459999999,204.595179,15.7875813829925,0
2009,145102B,1184.115457,145.911753,13.699885749130665,0
2010,145102B,1510.364346,297.865031,18.422987947332743,0
2011,145102B,1159.615729,255.579217,17.30594616342264,0
2012,145102B,1234.311313,343.529142,19.51985156071839,0
2013,145102B,1424.070512,425.808434,21.279701745236444,0
2014,145102B,795.015871,37.006768,7.414376245510178,0
2015,145102B,1201.908749,160.689501,14.270180502633947,0
2016,145102B,971.834644,78.819263,10.490193294753434,0
2017,145102B,1548.436932,382.593295,20.38577904662342,0
2018,145102B,934.129232,120.615564,12.63063556743095,0
2019,145102B,465.255796,NA,NA,12
2020,145102B,1206.892267,195.90238399999998,15.505104014817862,0
2021,145102B,1571.796315,371.787287,20.152175144800957,0
2022,145102B,2032.917495,NA,NA,31
1950,145107A,2291.45778,NA,NA,365
1951,145107A,1274.613062,NA,NA,365
1952,145107A,1177.281188,NA,NA,366
1953,145107A,1352.438813,NA,NA,365
1954,145107A,2290.256378,NA,NA,365
1955,145107A,1877.43246,NA,NA,365
1956,145107A,1987.082944,NA,NA,366
1957,145107A,811.671468,NA,NA,365
1958,145107A,1277.428636,NA,NA,365
1959,145107A,1737.377143,NA,NA,365
1960,145107A,835.010466,NA,NA,366
1961,145107A,1826.70014,NA,NA,365
1962,145107A,1647.334764,NA,NA,365
1963,145107A,1833.718306,NA,NA,365
1964,145107A,1350.153413,NA,NA,366
1965,145107A,1322.215174,NA,NA,365
1966,145107A,1181.717905,NA,NA,365
1967,145107A,2181.43037,NA,NA,365
1968,145107A,1227.232935,NA,NA,366
1969,145107A,1304.3343770000001,NA,NA,365
1970,145107A,1588.035005,NA,NA,365
1971,145107A,1597.9446599999999,NA,NA,365
1972,145107A,2006.335615,NA,NA,366
1973,145107A,1672.520217,NA,NA,25
1974,145107A,2855.522688,1423.482041,51.547302223853094,0
1975,145107A,1415.95818,166.251106,18.950427064949064,0
1976,145107A,1901.6156349999999,669.71442,36.53123689365658,0
1977,145107A,1016.321667,124.406467,16.453618861203964,0
1978,145107A,1587.795953,204.12845000000002,20.919450809136666,0
1979,145107A,1268.973844,227.582105,22.036638490684517,0
1980,145107A,1304.293754,248.052052,22.959740365818227,0
1981,145107A,1536.618979,304.118468,25.286989517267163,0
1982,145107A,1182.920664,221.85215,21.769925583897724,0
1983,145107A,1975.559312,524.32408,32.62401371080709,0
1984,145107A,1396.462114,373.09895,27.838847903337502,0
1985,145107A,1326.566517,212.773664,21.339277795149634,0
1986,145107A,842.817826,59.464358,11.363099119264055,0
1987,145107A,1521.071806,271.35406,23.959700940753702,0
1988,145107A,2348.306273,885.603465,41.531239085336665,0
1989,145107A,2406.52145,997.935601,43.8605019379098,0
1990,145107A,1915.850592,754.152417,38.582103885736664,0
1991,145107A,1309.186047,226.59938400000001,21.99116674814332,0
1992,145107A,1419.023793,279.36318,24.292149569731965,0
1993,145107A,923.679799,115.475307,15.861704358057244,0
1994,145107A,944.880847,133.823816,17.0524483396751,0
1995,145107A,1373.535246,180.599412,19.723389390895473,0
1996,145107A,1929.679902,669.270692,36.52008424913744,0
1997,145107A,1273.034643,163.536053,18.799988539880626,0
1998,145107A,1369.490787,167.576141,19.023344219093747,0
1999,145107A,2016.624824,515.419775,32.36582633925489,0
2000,145107A,986.132296,194.001373,20.414716909193096,0
2001,145107A,1338.252034,396.266629,28.63525311725898,0
2002,145107A,667.267697,34.931775,8.599907045396758,0
2003,145107A,1223.678968,181.156627,19.752697469454194,0
2004,145107A,1577.4403,389.76106500000003,28.414335766786508,0
2005,145107A,1072.718347,148.158246,17.920137905424447,0
2006,145107A,1133.813185,205.756802,20.999281321990665,0
2007,145107A,1000.794797,73.02925,12.617999885346388,0
2008,145107A,1745.509494,484.764666,31.45714937555717,0
2009,145107A,1461.940634,351.903657,27.08540977634095,0
2010,145107A,1806.79653,526.876224,32.6975577226394,0
2011,145107A,1351.952084,458.99806,30.667934783805084,0
2012,145107A,1491.105155,580.366214,34.19489566438596,0
2013,145107A,1763.209925,549.414752,33.33848388746356,0
2014,145107A,929.653263,100.496989,14.808253248067539,0
2015,145107A,1382.045551,296.520132,24.9866590163806,0
2016,145107A,1142.462111,229.016346,22.102804493050993,0
2017,145107A,1853.09397,566.585552,33.81686113367752,0
2018,145107A,1114.513532,272.146145,23.992823888397464,0
2019,145107A,548.431727,67.73345,12.144967438062848,0
2020,145107A,1445.598797,357.120591,27.273183663535423,0
2021,145107A,1802.499068,610.570699,35.006099620365816,0
2022,145107A,2440.038269,NA,NA,31
1950,146010A,2288.524673,NA,NA,365
1951,146010A,1246.269155,NA,NA,365
1952,146010A,1157.602035,NA,NA,366
1953,146010A,1394.073132,NA,NA,365
1954,146010A,2314.912624,NA,NA,365
1955,146010A,1909.718173,NA,NA,365
1956,146010A,1973.928787,NA,NA,366
1957,146010A,803.014321,NA,NA,365
1958,146010A,1251.190384,NA,NA,365
1959,146010A,1753.218351,NA,NA,365
1960,146010A,837.205561,NA,NA,366
1961,146010A,1847.8828369999999,NA,NA,365
1962,146010A,1637.198049,NA,NA,275
1963,146010A,1827.584687,678.809168,33.83544285760309,0
1964,146010A,1331.662462,220.695875,20.333607987619416,0
1965,146010A,1278.233215,220.65492,20.331860524924103,0
1966,146010A,1172.573513,155.529801,17.268630344260856,0
1967,146010A,2140.287836,946.926189,39.21067201227857,0
1968,146010A,1212.84924,225.463909,20.535775625701408,0
1969,146010A,1322.285157,223.10976,20.436272193753805,0
1970,146010A,1578.123576,294.832443,23.23283028370975,0
1971,146010A,1579.000485,668.314687,33.6016580577326,0
1972,146010A,2065.467331,701.135117,34.32587898163257,0
1973,146010A,1692.598933,366.646867,25.65862494220525,0
1974,146010A,2945.400443,1927.545693,53.51553049231181,0
1975,146010A,1384.236544,165.122843,17.76148140947231,0
1976,146010A,1951.149524,778.583352,35.95994276059635,0
1977,146010A,1022.784781,108.832816,14.57277396647338,0
1978,146010A,1590.780783,150.058994,16.97962936287413,0
1979,146010A,1245.321578,207.025979,19.73951688751462,0
1980,146010A,1298.313803,256.54296899999997,21.79642007689516,0
1981,146010A,1520.745877,276.91913,22.575251225478407,0
1982,146010A,1181.250105,190.520005,18.99093031889551,0
1983,146010A,1980.745541,605.811868,32.16279338809924,0
1984,146010A,1420.198639,375.865842,25.94924200309132,0
1985,146010A,1317.594503,198.752957,19.368831740425474,0
1986,146010A,822.398491,27.25161,7.246450003132906,0
1987,146010A,1543.269663,260.674152,21.957157266673438,0
1988,146010A,2336.519846,871.529276,37.800328651452446,0
1989,146010A,2351.437244,963.107925,39.50473338018774,0
1990,146010A,1942.943837,610.781185,32.28027174217829,0
1991,146010A,1272.331473,228.303537,20.654998469941,0
1992,146010A,1401.285546,252.920412,21.65422897825956,0
1993,146010A,932.678457,94.504679,13.613734646107808,0
1994,146010A,968.910537,103.747659,14.241265352998218,0
1995,146010A,1407.71575,187.810435,18.864488359549956,0
1996,146010A,1937.592858,683.636874,33.94228157174016,0
1997,146010A,1282.558925,179.40292,18.465266886493467,0
1998,146010A,1389.190899,196.620569,19.271839386287837,0
1999,146010A,2021.082994,568.885208,31.27166692475176,0
2000,146010A,1012.938987,144.176662,16.661984925545042,0
2001,146010A,1335.527657,390.608163,26.40547278555069,0
2002,146010A,665.199114,12.405956,4.673371462490109,1
2003,146010A,1235.071441,130.091675,15.869493059111724,1
2004,146010A,1597.838201,347.890933,25.053943743815815,0
2005,146010A,1069.114833,109.801933,14.6349285922617,0
2006,146010A,1133.778117,131.21845,15.934668937304824,0
2007,146010A,992.97624,42.186352,9.10974548107755,0
2008,146010A,1734.222797,493.678025,29.346237840213906,0
2009,146010A,1511.744101,333.275089,24.569444911466285,0
2010,146010A,1891.216741,629.631531,32.72091281939931,0
2011,146010A,1329.353062,403.487108,26.795896101727084,0
2012,146010A,1552.686753,610.000922,32.26186272096831,0
2013,146010A,1812.783768,873.7177790000001,37.84224793463107,0
2014,146010A,934.624787,81.290821,12.651572954678482,0
2015,146010A,1397.095018,284.940959,22.872694668032036,0
2016,146010A,1105.296202,172.31990100000002,18.120419024544177,0
2017,146010A,1853.632883,561.60801,31.092106064416054,0
2018,146010A,1144.795961,246.981972,21.41854958173094,0
2019,146010A,574.480402,34.584048,8.218706575249175,0
2020,146010A,1499.359985,343.730375,24.91725271559391,0
2021,146010A,1821.995097,599.4316230000001,32.01113286905819,0
2022,146010A,2518.381805,NA,NA,31
1950,146012A,2715.384681,NA,NA,365
1951,146012A,1696.357609,NA,NA,365
1952,146012A,1514.745191,NA,NA,366
1953,146012A,2006.741216,NA,NA,365
1954,146012A,2813.092027,NA,NA,365
1955,146012A,2486.541311,NA,NA,365
1956,146012A,2500.871334,NA,NA,366
1957,146012A,1091.402441,NA,NA,365
1958,146012A,1706.206011,NA,NA,365
1959,146012A,2211.255251,NA,NA,365
1960,146012A,1144.355084,NA,NA,366
1961,146012A,2166.320135,NA,NA,365
1962,146012A,2320.790335,NA,NA,365
1963,146012A,2363.814225,NA,NA,365
1964,146012A,1554.990332,NA,NA,366
1965,146012A,1523.218172,NA,NA,365
1966,146012A,1293.455776,NA,NA,365
1967,146012A,2700.8162740000002,NA,NA,365
1968,146012A,1292.099745,NA,NA,366
1969,146012A,1684.872052,NA,NA,365
1970,146012A,1815.522438,NA,NA,51
1971,146012A,1465.791076,836.245792,194.23558707165094,0
1972,146012A,2979.0718540000003,2001.827718,371.27026525409,0
1973,146012A,2185.211008,1168.558565,249.04075211326412,0
1974,146012A,3344.881274,2461.426934,432.73012133144533,0
1975,146012A,1633.459508,581.426066,148.22509321736686,0
1976,146012A,2377.854927,1489.880451,298.2385395867078,0
1977,146012A,1297.339021,459.00503,124.28947606610491,0
1978,146012A,1822.201678,611.123571,153.82464446282384,0
1979,146012A,1329.767405,559.418481,144.0273544995157,0
1980,146012A,1560.186383,511.545415,134.74357505088108,0
1981,146012A,1627.969062,589.618286,149.7770532418344,0
1982,146012A,1382.960722,496.340731,131.7483012502496,7
1983,146012A,2454.369576,NA,NA,38
1984,146012A,1988.256684,NA,NA,24
1985,146012A,1662.937748,718.095947,173.43861292103958,0
1986,146012A,884.7668639999999,36.445875,18.33026476260964,0
1987,146012A,2191.434363,NA,NA,53
1988,146012A,2917.074681,NA,NA,80
1989,146012A,2428.837614,NA,NA,33
1990,146012A,2342.9853160000002,1371.348831,280.4473720064597,0
1991,146012A,1382.143273,437.726512,119.96805945824555,0
1992,146012A,1535.086262,581.101718,148.16353090233548,0
1993,146012A,1292.045461,235.576354,75.51035921374424,0
1994,146012A,1446.531488,540.77502,140.43753273513838,0
1995,146012A,1653.645987,370.475158,105.93050102778636,0
1996,146012A,2116.553476,1018.503878,224.87929436190745,0
1997,146012A,1502.253662,442.055129,120.85150407556006,0
1998,146012A,1556.54869,324.140652,95.8714349738197,0
1999,146012A,2667.851529,1619.807681,317.32118559139127,0
2000,146012A,1448.959772,603.712109,152.4339617257036,0
2001,146012A,1541.242399,709.398531,171.87381836711634,0
2002,146012A,945.3301289999999,33.075982,17.005223676992156,0
2003,146012A,1787.645258,719.938767,173.7695279120705,3
2004,146012A,1922.479307,680.823392,166.69704315294086,1
2005,146012A,1508.422012,548.525183,141.93369060521886,0
2006,146012A,1720.5499360000001,655.586553,162.07778230376732,0
2007,146012A,1286.885336,239.368183,76.41888856440612,0
2008,146012A,2239.79594,1365.312306,279.5308171726895,0
2009,146012A,2089.801222,1089.710664,236.45288462716132,0
2010,146012A,2491.461967,1137.187608,244.05983952187128,0
2011,146012A,1665.898797,676.391447,165.88911033687756,0
2012,146012A,2080.433737,1239.070716,260.11117438106044,0
2013,146012A,2303.184441,1374.069993,280.8601949810954,0
2014,146012A,1203.727235,201.544508,67.17578779983359,0
2015,146012A,2015.176994,825.122871,192.31200489532253,0
2016,146012A,1458.891145,503.864132,133.23332956333155,0
2017,146012A,2237.866809,879.48885,201.65170782429595,0
2018,146012A,1430.069516,387.204046,109.48029350247401,0
2019,146012A,890.427853,128.394425,47.857703755019685,0
2020,146012A,2409.999422,1220.645423,257.23462750739094,0
2021,146012A,2375.306743,1226.911577,258.21415853754894,0
2022,146012A,3192.516212,NA,NA,31
1950,146014A,2605.924034,NA,NA,365
1951,146014A,1424.56571,NA,NA,365
1952,146014A,1255.247581,NA,NA,366
1953,146014A,1550.509606,NA,NA,365
1954,146014A,2589.834821,NA,NA,365
1955,146014A,2218.359695,NA,NA,365
1956,146014A,2213.702781,NA,NA,366
1957,146014A,893.116102,NA,NA,365
1958,146014A,1383.82576,NA,NA,365
1959,146014A,1925.899026,NA,NA,365
1960,146014A,933.938097,NA,NA,366
1961,146014A,2005.377039,NA,NA,365
1962,146014A,1852.474385,NA,NA,365
1963,146014A,2057.24937,NA,NA,365
1964,146014A,1487.299576,NA,NA,366
1965,146014A,1468.137054,NA,NA,365
1966,146014A,1227.789478,NA,NA,365
1967,146014A,2451.315205,NA,NA,365
1968,146014A,1346.922389,NA,NA,366
1969,146014A,1458.84036,NA,NA,365
1970,146014A,1702.585598,NA,NA,365
1971,146014A,1693.776884,NA,NA,157
1972,146014A,2310.840316,1161.614995,48.465948492374544,0
1973,146014A,1858.2279819999999,683.227999,37.90965619606949,0
1974,146014A,3263.0130560000002,2992.21705,74.64884207285702,1
1975,146014A,1472.68681,357.468394,27.96197569605737,1
1976,146014A,2179.887171,1563.70209,55.549824690870025,1
1977,146014A,1102.602318,328.712091,26.869763518206863,0
1978,146014A,1665.202901,474.924103,31.977535793590327,0
1979,146014A,1295.667033,397.906039,29.417867663675576,1
1980,146014A,1394.256182,378.978605,28.747240828278784,0
1981,146014A,1639.07528,446.738774,31.069775352637638,1
1982,146014A,1255.324856,NA,NA,85
1983,146014A,2159.078092,1039.029504,46.03842697940704,1
1984,146014A,1612.665796,NA,NA,19
1985,146014A,1428.591461,336.452899,27.16885289435775,0
1986,146014A,825.77618,60.947942,11.692215233958217,0
1987,146014A,1721.922077,438.827016,30.809242492930988,0
1988,146014A,2621.792518,1288.674712,50.83510862039876,0
1989,146014A,2562.523763,1864.873745,60.20648064901977,1
1990,146014A,2119.206726,1443.798134,53.556610857968636,1
1991,146014A,1394.328209,397.171108,29.3921646990976,0
1992,146014A,1508.25634,553.655062,34.364064410533686,1
1993,146014A,1050.287512,58.298184,11.426167717985422,0
1994,146014A,1067.948998,118.764477,16.39157044389027,0
1995,146014A,1506.649195,146.06008500000002,18.156175480564478,1
1996,146014A,2167.903323,1225.202801,49.66880261484822,0
1997,146014A,1407.360827,369.332166,28.398245823240998,2
1998,146014A,1546.818446,295.113596,25.52370115160171,0
1999,146014A,2209.506804,938.685251,43.92914594922944,0
2000,146014A,1169.8299260000001,240.381038,23.133297062886207,0
2001,146014A,1430.487817,704.63566,38.45805511221707,1
2002,146014A,710.459776,34.299884,8.630813852056272,0
2003,146014A,1355.514301,216.487182,21.994387077717253,2
2004,146014A,1675.450629,630.904699,36.52747778832848,0
2005,146014A,1179.993717,256.722296,23.87621942997764,2
2006,146014A,1240.190826,303.37375099999997,25.862244899891085,1
2007,146014A,1090.708797,76.955481,13.178388689461338,5
2008,146014A,1960.397233,1036.938871,45.995672968859346,0
2009,146014A,1716.24285,640.484819,36.78521255993126,0
2010,146014A,2056.890198,973.659819,44.67803751554862,1
2011,146014A,1405.594615,640.738084,36.791996824864604,0
2012,146014A,1662.759352,1076.912583,46.80495920059066,0
2013,146014A,1998.5256689999999,1772.281997,58.82281975872604,0
2014,146014A,994.455092,166.682213,19.37047918106935,0
2015,146014A,1475.910757,NA,NA,365
2016,146014A,1163.407397,NA,NA,366
2017,146014A,1977.81887,NA,NA,365
2018,146014A,1254.069532,NA,NA,365
2019,146014A,606.22283,NA,NA,365
2020,146014A,1607.934465,NA,NA,366
2021,146014A,1883.626379,NA,NA,365
2022,146014A,2673.436336,NA,NA,90
1950,146095A,2677.31589,NA,NA,365
1951,146095A,1651.8664880000001,NA,NA,365
1952,146095A,1426.637109,NA,NA,366
1953,146095A,1931.878374,NA,NA,365
1954,146095A,2804.993126,NA,NA,365
1955,146095A,2412.508397,NA,NA,365
1956,146095A,2445.168724,NA,NA,366
1957,146095A,1029.595767,NA,NA,365
1958,146095A,1598.816106,NA,NA,365
1959,146095A,2133.552844,NA,NA,365
1960,146095A,1103.419252,NA,NA,366
1961,146095A,2128.116797,NA,NA,365
1962,146095A,2199.262647,NA,NA,365
1963,146095A,2266.545022,NA,NA,365
1964,146095A,1521.98568,NA,NA,366
1965,146095A,1463.7603119999999,NA,NA,365
1966,146095A,1243.844126,NA,NA,365
1967,146095A,2621.715563,NA,NA,365
1968,146095A,1285.993667,NA,NA,366
1969,146095A,1625.606404,NA,NA,365
1970,146095A,1775.973642,NA,NA,156
1971,146095A,1483.514258,NA,NA,10
1972,146095A,2861.490452,1812.334382,318.30469869370165,0
1973,146095A,2101.455034,995.533644,205.62173197382361,0
1974,146095A,3331.561763,2428.423151,393.93338778636434,0
1975,146095A,1568.266554,569.300797,136.65938472527864,0
1976,146095A,2357.796672,1224.3509099999999,239.13665871185205,0
1977,146095A,1237.402756,223.860417,68.85736943663701,0
1978,146095A,1773.458376,522.324071,128.3079386780436,0
1979,146095A,1290.169318,386.214141,102.83416395513223,0
1980,146095A,1484.772703,718.482757,162.02564854924856,0
1981,146095A,1597.452387,572.856563,137.28368070456074,0
1982,146095A,1348.403867,575.121673,137.68081981441208,0
1983,146095A,2372.267973,1372.926707,259.9740479566741,2
1984,146095A,1912.572144,NA,NA,133
1985,146095A,1607.745313,637.49082,148.45496351600008,5
1986,146095A,848.240166,32.82126,16.37491133013197,0
1987,146095A,2080.852461,974.412454,202.42723662511895,0
1988,146095A,2810.80677,1566.794182,286.25858149608524,0
1989,146095A,2372.038754,1107.815283,222.30465321587687,0
1990,146095A,2305.387673,1360.959601,258.31939478727304,0
1991,146095A,1358.999294,312.545467,88.03083274870963,0
1992,146095A,1513.036353,675.870526,154.9411141328803,0
1993,146095A,1243.96276,245.834858,73.77631111782473,0
1994,146095A,1375.430016,532.343696,130.10588540905954,0
1995,146095A,1629.556726,412.100377,107.84700736531386,0
1996,146095A,2094.407051,940.932827,197.32441198110817,0
1997,146095A,1476.4621280000001,456.400716,116.23113672609679,1
1998,146095A,1552.009479,348.656996,95.394125115487,0
1999,146095A,2525.035876,1386.944068,261.9071706036984,0
2000,146095A,1395.323467,452.551849,115.51183064013024,0
2001,146095A,1514.352415,597.11455,141.51489062078545,2
2002,146095A,885.513108,20.289435,11.308175766566851,0
2003,146095A,1706.583799,618.866469,145.26913339214485,0
2004,146095A,1886.743733,778.642004,171.83512370147554,0
2005,146095A,1431.951073,527.699893,129.27375098578446,0
2006,146095A,1621.917898,638.641798,148.65100476475365,0
2007,146095A,1243.263271,203.27174,64.12761149287131,0
2008,146095A,2199.586415,1117.62927,223.74023882614674,0
2009,146095A,2016.956662,992.651595,205.18693469949235,0
2010,146095A,2430.82828,1002.20624,206.6270664810384,0
2011,146095A,1578.119946,458.274506,116.5807244683367,0
2012,146095A,2020.975438,981.06356,203.43521578427917,0
2013,146095A,2248.529124,1194.477705,234.86534236655928,0
2014,146095A,1144.677439,179.63987600000002,58.53407283724959,0
2015,146095A,1912.516879,666.093368,153.298566446792,0
2016,146095A,1346.90773,331.757599,91.9755927987075,0
2017,146095A,2185.991913,983.491362,203.8026842332548,0
2018,146095A,1414.6965010000001,299.700579,85.35648559269602,0
2019,146095A,836.361114,88.370473,34.56690889644486,0
2020,146095A,2247.05378,980.259412,203.31344629901614,0
2021,146095A,2288.627981,972.80261,202.18298106681542,0
2022,146095A,3074.429734,NA,NA,31
1950,201001,2479.8637909999998,NA,NA,365
1951,201001,1494.175318,NA,NA,365
1952,201001,1174.737916,NA,NA,366
1953,201001,1427.144721,NA,NA,365
1954,201001,2332.676799,NA,NA,365
1955,201001,2082.765861,NA,NA,365
1956,201001,2139.869113,NA,NA,366
1957,201001,954.756796,NA,NA,191
1958,201001,1468.623948,357.438975,56.13133221814063,0
1959,201001,2009.7711120000001,1145.358706,114.96964125261118,0
1960,201001,879.938149,147.109678,32.22843208501782,0
1961,201001,1712.056256,554.440225,73.63206699905702,0
1962,201001,1990.451465,884.711456,98.14369211533887,0
1963,201001,1987.080545,NA,NA,59
1964,201001,1332.649059,465.706454,66.1187457555674,0
1965,201001,1502.654158,NA,NA,13
1966,201001,1015.592943,162.518493,34.31578027545946,0
1967,201001,2481.573904,1731.896847,148.03057630816485,8
1968,201001,1220.369346,NA,NA,51
1969,201001,1233.495132,NA,NA,51
1970,201001,1591.277576,629.656891,79.63455760923128,0
1971,201001,1449.818732,766.473387,89.86970214740707,0
1972,201001,2336.768779,1374.137305,128.5183210597271,0
1973,201001,1734.780773,816.376223,93.41928666650671,0
