year,gauge,p_mm,q_mm,bc_q,q_na_count
1970,302200,1247.174279,806.59317,82.39951255090416,0
1971,302200,990.843434,NA,NA,76
1972,302200,452.259065,48.015662999999996,14.794964970826033,0
1973,302200,755.594848,NA,NA,73
1974,302200,1055.049454,NA,NA,25
1975,302200,898.437771,391.63822,53.6053748041468,0
1976,302200,804.153307,NA,NA,65
1977,302200,617.127323,134.199972,28.058595075810757,0
1978,302200,952.655104,480.621119,60.577069408064894,0
1979,302200,507.872156,85.800643,21.29884963062525,0
1980,302200,581.98798,NA,NA,193
1981,302200,779.24374,387.066208,53.230152623996574,1
1982,302200,545.965964,148.648712,29.868221878430607,8
1983,302200,725.260604,364.043067,51.31178041294445,0
1984,302200,805.851359,376.742061,52.37597681357834,0
1985,302200,881.306966,491.994486,61.42763009218419,0
1986,302200,905.842998,496.83419399999997,61.78707170492666,0
1987,302200,512.420766,85.59406,21.26700250814988,0
1988,302200,773.131717,406.086757,54.77929170473443,0
1989,302200,726.544736,263.182824,42.22797430050039,0
1990,302200,549.76672,NA,NA,88
1991,302200,642.771624,NA,NA,365
1992,302200,678.651381,NA,NA,196
1993,302200,780.602215,220.853457,37.98777289633007,0
1994,302200,415.487435,33.68082,11.787598883759237,0
1995,302200,802.800869,244.393248,40.383865641592735,3
1996,302200,719.361139,347.3735,49.89099466842884,0
1997,302200,504.447217,69.352596,18.653642143956382,0
1998,302200,679.033266,NA,NA,32
1999,302200,601.334604,46.910271,14.57752713082237,0
2000,302200,667.5758979999999,187.357851,34.38566390390739,0
2001,302200,911.671687,NA,NA,12
2002,302200,498.204825,41.061077,13.39000942133221,0
2003,302200,885.329344,298.85479,45.58405904811418,0
2004,302200,703.385255,174.593606,32.94320832906765,0
2005,302200,733.037634,151.472484,30.213182112998993,0
2006,302200,454.252966,22.846823999999998,9.14586333474839,1
2007,302200,512.043064,129.21668,27.415852343307225,1
2008,302200,520.886911,21.391225,8.755399162317133,0
2009,302200,974.562688,542.931337,65.1401545042821,0
2010,302200,785.994447,181.700122,33.75152030218534,1
2011,302200,979.041317,561.478945,66.45547226070667,0
2012,302200,565.594544,98.203169,23.156242234567557,0
2013,302200,842.613061,259.537807,41.874642023347796,0
2014,302200,451.751053,24.407202,9.553498373853312,0
2015,302200,496.75861,15.684107,7.109260395881544,4
2016,302200,1099.14687,468.406839,59.65419298163524,0
2017,302200,477.102622,29.858552,10.901494661692643,0
2018,302200,605.415289,33.884378,11.833609479143728,0
2019,302200,444.746549,11.279536,5.6687299932232085,0
2020,302200,877.564898,199.50876399999999,35.721201250740194,0
2021,302200,805.002519,374.235362,52.16711329311867,0
2022,302200,1199.141666,NA,NA,31
1950,302208,734.294894,NA,NA,365
1951,302208,632.724848,NA,NA,365
1952,302208,878.34014,NA,NA,366
1953,302208,609.128068,NA,NA,365
1954,302208,766.823097,NA,NA,365
1955,302208,654.166732,NA,NA,365
1956,302208,1158.859448,NA,NA,366
1957,302208,641.400402,NA,NA,365
1958,302208,891.7601559999999,NA,NA,365
1959,302208,599.451791,NA,NA,365
1960,302208,981.424612,NA,NA,366
1961,302208,491.697406,NA,NA,365
1962,302208,637.605372,NA,NA,365
1963,302208,564.500062,NA,NA,365
1964,302208,747.405455,NA,NA,366
1965,302208,529.328383,NA,NA,365
1966,302208,696.297539,NA,NA,365
1967,302208,565.451642,NA,NA,365
1968,302208,439.375483,NA,NA,366
1969,302208,1057.097166,NA,NA,365
1970,302208,1181.312768,NA,NA,78
1971,302208,895.65703,223.17325399999999,25.522165432946117,0
1972,302208,439.939585,42.016159,10.488463135530127,0
1973,302208,736.959627,184.681729,23.152985027699962,0
1974,302208,1014.081809,411.491362,34.82501125462197,0
1975,302208,878.3960040000001,425.131129,35.401264139680976,0
1976,302208,728.26615,337.665085,31.51653240728994,0
1977,302208,565.637717,124.485373,18.85588230933541,0
1978,302208,893.465267,385.74312199999997,33.70931495118916,0
1979,302208,438.699069,57.52673,12.475673694996718,0
1980,302208,523.124136,105.656411,17.29527879420467,0
1981,302208,746.89875,335.847624,31.430536601587484,0
1982,302208,499.407187,91.104494,15.987166691416377,0
1983,302208,650.202614,346.98681700000003,31.95385004296809,0
1984,302208,718.342232,320.286835,30.68407618043893,0
1985,302208,820.509193,437.178306,35.90224548044231,0
1986,302208,857.558552,395.378508,34.13125531706551,0
1987,302208,496.860904,57.172244,12.433582019731196,0
1988,302208,730.602978,348.808302,32.03858298323432,0
1989,302208,667.028838,162.899537,21.696698553134418,0
1990,302208,552.637143,57.519764,12.474847840797233,0
1991,302208,568.826924,91.285381,16.00406724400702,0
1992,302208,568.4381529999999,119.018363,18.416211322829486,0
1993,302208,713.782887,253.978861,27.26815128963705,0
1994,302208,355.953823,18.481548,6.533990138649998,0
1995,302208,805.593121,298.68809600000003,29.615840047744715,0
1996,302208,683.299217,241.065033,26.55048441906133,0
1997,302208,493.487582,35.397491,9.526036077225067,0
1998,302208,630.041976,50.431575,11.606034388377827,0
1999,302208,568.34845,32.8559,9.132243603702145,0
2000,302208,621.895563,123.55565899999999,18.781831130671968,0
2001,302208,842.411371,416.395263,35.03332484160079,0
2002,302208,447.606321,18.159854,6.465823641407057,0
2003,302208,780.296256,247.014931,26.88357156876139,0
2004,302208,656.052578,184.642839,23.15046719580428,0
2005,302208,705.954557,225.354071,25.64975360650773,0
2006,302208,394.784656,3.271726,2.09250143249165,0
2007,302208,447.726285,34.121318,9.330173505197108,0
2008,302208,471.056814,22.82638,7.402421292118347,0
2009,302208,986.611569,627.127523,43.00822320430242,0
2010,302208,740.476754,155.86710399999998,21.205078068821223,0
2011,302208,899.452291,520.716702,39.19363795240201,0
2012,302208,589.982875,120.398369,18.52816863950136,0
2013,302208,754.975824,270.470368,28.157487554515583,0
2014,302208,408.188569,9.263364,4.263698774957807,0
2015,302208,465.471009,19.145886,6.672919865313945,0
2016,302208,1112.217701,574.631156,41.17263052383594,0
2017,302208,448.45348,18.174530999999998,6.468946674932087,0
2018,302208,549.113774,41.062483,10.354827628242587,0
2019,302208,438.344061,21.756596,7.196872353631606,0
2020,302208,822.871845,294.999024,29.42939557018697,0
2021,302208,765.944871,433.279588,35.74091642559577,0
2022,302208,1065.348796,NA,NA,31
1950,302214,918.287165,NA,NA,365
1951,302214,846.481394,NA,NA,365
1952,302214,1319.0018460000001,NA,NA,366
1953,302214,917.24601500000006,NA,NA,365
1954,302214,848.332198,NA,NA,365
1955,302214,1222.055043,NA,NA,365
1956,302214,1593.960522,NA,NA,366
1957,302214,853.023673,NA,NA,365
1958,302214,1183.858235,NA,NA,365
1959,302214,1095.742476,NA,NA,365
1960,302214,1126.497583,NA,NA,366
1961,302214,878.196325,NA,NA,365
1962,302214,1036.142674,NA,NA,365
1963,302214,914.808929,NA,NA,365
1964,302214,1203.06944,NA,NA,366
1965,302214,854.288984,NA,NA,365
1966,302214,868.418651,NA,NA,365
1967,302214,681.109584,NA,NA,365
1968,302214,870.403519,NA,NA,366
1969,302214,1122.277636,NA,NA,365
1970,302214,1408.235485,NA,NA,365
1971,302214,1302.701207,NA,NA,365
1972,302214,647.453899,NA,NA,366
1973,302214,988.903579,NA,NA,365
1974,302214,1317.436905,NA,NA,365
1975,302214,1231.29927,NA,NA,365
1976,302214,1096.269693,NA,NA,366
1977,302214,964.593026,NA,NA,365
1978,302214,1166.881445,NA,NA,365
1979,302214,867.367607,NA,NA,143
1980,302214,888.137905,190.091354,26.70418027254307,0
1981,302214,938.79418,266.312673,32.06710920779142,0
1982,302214,689.353712,99.303813,18.661327141582092,0
1983,302214,912.657007,306.809505,34.61021143764838,0
1984,302214,1067.242406,299.867507,34.18644182277188,0
1985,302214,1075.847355,330.57896900000003,36.02690832999087,0
1986,302214,989.977908,381.745741,38.91697346951265,0
1987,302214,776.596672,154.996232,23.88114299117355,0
1988,302214,1034.987158,346.290798,36.936224815767396,0
1989,302214,1157.753207,370.387667,38.292594656814565,0
1990,302214,796.855503,103.597283,19.107692097484478,0
1991,302214,1028.625388,236.863143,30.09705597591754,0
1992,302214,1143.300619,441.676117,42.07106652136372,0
1993,302214,1079.37807,354.276994,37.390710172522205,0
1994,302214,638.988866,108.140237,19.570343759108145,0
1995,302214,917.208998,185.448705,26.34621362656169,1
1996,302214,1074.511321,NA,NA,97
1997,302214,678.509819,NA,NA,365
1998,302214,881.160447,NA,NA,365
1999,302214,835.034918,NA,NA,365
2000,302214,989.569209,NA,NA,366
2001,302214,1037.253756,NA,NA,340
2002,302214,729.599772,59.952456,14.027941216965234,0
2003,302214,1015.44888,178.970541,25.83935516127651,0
2004,302214,966.141723,348.697733,37.07373387935809,0
2005,302214,1009.536178,193.11611,26.935116761756444,0
2006,302214,546.756255,NA,NA,31
2007,302214,904.773816,130.053566,21.680221738362878,0
2008,302214,940.091503,102.638259,19.00877737518046,0
2009,302214,1139.739152,286.719824,33.37053294312574,0
2010,302214,1004.602736,134.245636,22.063610511681244,0
2011,302214,1525.97283,652.146558,51.75235852537931,0
2012,302214,879.742424,173.034508,25.367021202392976,0
2013,302214,1122.333573,258.191268,31.534900492450962,0
2014,302214,739.669896,71.252866,15.479341289801292,0
2015,302214,752.914535,NA,NA,365
2016,302214,1387.424474,NA,NA,366
2017,302214,696.544154,NA,NA,365
2018,302214,930.014484,NA,NA,365
2019,302214,627.810939,NA,NA,365
2020,302214,1157.232617,NA,NA,366
2021,302214,1077.994456,NA,NA,365
2022,302214,1340.265673,NA,NA,90
1950,303203,596.208246,NA,NA,365
1951,303203,634.523271,NA,NA,365
1952,303203,844.167017,NA,NA,366
1953,303203,693.938155,NA,NA,365
1954,303203,570.22091,NA,NA,365
1955,303203,612.14781,NA,NA,365
1956,303203,1036.694188,NA,NA,366
1957,303203,640.846667,NA,NA,365
1958,303203,909.308566,NA,NA,365
1959,303203,539.636111,NA,NA,365
1960,303203,881.822171,NA,NA,366
1961,303203,472.204225,NA,NA,365
1962,303203,648.152693,NA,NA,365
1963,303203,478.29779,NA,NA,365
1964,303203,764.791959,NA,NA,366
1965,303203,588.292864,NA,NA,365
1966,303203,760.072817,NA,NA,365
1967,303203,499.126894,NA,NA,365
1968,303203,502.555674,NA,NA,366
1969,303203,800.532278,NA,NA,365
1970,303203,1072.658307,NA,NA,365
1971,303203,792.356179,NA,NA,195
1972,303203,479.147149,25.971294,6.158676298981008,0
1973,303203,741.174803,95.128948,11.169598716323648,0
1974,303203,831.486953,331.820402,18.739235169790916,0
1975,303203,907.065241,368.09637,19.529506069757588,0
1976,303203,757.165016,221.746102,15.926935950793494,0
1977,303203,608.848908,135.52048,12.98842008864028,0
1978,303203,710.728126,156.256374,13.786543210396596,0
1979,303203,493.358568,17.365331,5.030006531153716,0
1980,303203,548.9991679999999,27.170221,6.2961490688969315,0
1981,303203,725.836223,196.155999,15.147070731579234,0
1982,303203,464.45791,6.458035,2.905391685759116,0
1983,303203,626.940977,131.545694,12.826535541083274,0
1984,303203,666.725451,248.688554,16.687120385867285,0
1985,303203,803.684676,271.572389,17.291724284097437,0
1986,303203,795.3072099999999,357.60188,19.306305161664422,0
1987,303203,534.742484,35.730306,7.181307856961671,0
1988,303203,656.330812,112.581273,12.007033272061383,0
1989,303203,588.294099,74.212724,10.022727841139176,0
1990,303203,657.210117,91.514779,10.983982780372914,0
1991,303203,574.07478,18.189401,5.151434377027575,0
1992,303203,623.257126,NA,NA,57
1993,303203,718.138824,106.124855,11.707723902133193,0
1994,303203,448.707544,33.515935,6.966502593986543,0
1995,303203,741.982858,129.461032,12.74036183134671,0
1996,303203,795.129155,217.277841,15.79514507467891,0
1997,303203,533.544671,32.593804,6.874395323235992,0
1998,303203,652.455503,NA,NA,27
1999,303203,562.950925,18.195725,5.152352933857678,0
2000,303203,562.847215,38.624781,7.449694890493583,0
2001,303203,822.832034,118.287996,12.262469244963238,0
