year,gauge,p_mm,standardised_warm_to_cool_season_rainfall_ratio,bc_q,standardised_warm_season_to_annual_rainfall_ratio,q_mm,q_na_count,CO2,drought,included_in_calibration
1977,215002,613.02361771,-0.2018154823189966,NA,-7.27187526254891e-5,NA,62,53.839999999999975,FALSE,FALSE
1978,215002,1292.7604204,-0.25161958636374626,NA,-0.009733105069497427,NA,45,55.410000000000025,FALSE,FALSE
1979,215002,548.06243939,0.5735741688321445,8.978485175092876,0.1099144076820201,108.29355261,0,56.839999999999975,FALSE,FALSE
1980,215002,486.21131376,0.5020892617087875,NA,0.10215402110742122,NA,17,58.75999999999999,FALSE,FALSE
1981,215002,852.35620692,-0.4195268943941046,NA,-0.04571406163825942,NA,45,60.120000000000005,FALSE,FALSE
1982,215002,356.32786949,0.07991977787982796,NA,0.04754517743709674,NA,44,61.48000000000002,FALSE,FALSE
1983,215002,971.58931782,0.12095702759656657,10.421614001037579,0.05362613934010119,164.52054601,0,63.14999999999998,FALSE,FALSE
1984,215002,1078.64013724,-0.11619828437749558,NA,0.015589805804267831,NA,50,64.87,FALSE,FALSE
1985,215002,940.21484444,-0.07235584312454835,12.110640420875633,0.02318203630919602,255.22796032,0,66.35000000000002,FALSE,TRUE
1986,215002,671.45849415,-0.47453100581845176,9.057081288514036,-0.058799769820444214,110.91864175,0,67.61000000000001,FALSE,TRUE
1987,215002,689.01972658,0.28341254325578213,NA,0.07593746696820436,NA,56,69.31,FALSE,FALSE
1988,215002,1218.32388789,-0.8630668701527094,NA,-0.17631932443712828,NA,338,71.69,FALSE,FALSE
1989,215002,1088.34530754,-0.4252602771885805,NA,-0.04704562510901433,NA,230,73.19999999999999,FALSE,FALSE
1990,215002,868.63345639,-0.9457363331939275,12.568302198768372,-0.20891744733573353,285.20166672,0,74.44999999999999,FALSE,TRUE
1991,215002,997.29528892,-1.0599016990884995,13.195147673579553,-0.26009908010621535,330.42915393,0,75.69999999999999,FALSE,TRUE
1992,215002,1019.70345414,0.9596358036072976,11.980598649654574,0.14627823458290246,247.15813398,0,76.54000000000002,FALSE,TRUE
1993,215002,675.42294094,0.27022963506813036,9.034173788318263,0.07422460128789699,110.14868383,0,77.20999999999998,FALSE,TRUE
1994,215002,598.26184021,0.44551266922011323,5.8092488775502185,0.09574481242291233,35.64356583,0,78.95999999999998,FALSE,TRUE
1995,215002,849.97510768,0.5388837767203465,8.959073373958116,0.10619406276421506,107.65241481,0,80.97000000000003,FALSE,TRUE
1996,215002,777.39457779,-0.49449104730418036,8.227485085823716,-0.0637260728847937,85.48624115,0,82.74000000000001,FALSE,TRUE
1997,215002,658.54004953,-0.8250415155466433,8.892713898833692,-0.16240732686949766,105.4820733,0,83.88,FALSE,TRUE
1998,215002,924.03567907,-0.9372317998064758,NA,-0.20540453916739942,NA,9,86.839999999999975,FALSE,FALSE
1999,215002,840.93416017,0.49184723013690745,7.859745974652725,0.10101174962381787,75.73051915,0,88.54000000000002,FALSE,TRUE
2000,215002,678.92841008,0.2592207247715854,7.13256951475601,0.07278165198055175,58.91205311,0,89.70999999999998,FALSE,TRUE
2001,215002,696.17966455,-0.3780158762711121,NA,-0.036288140513394906,NA,16,91.32,TRUE,FALSE
2002,215002,523.45350958,1.121851802105604,6.251854189623459,0.1592429965653882,42.471614699999996,0,93.44999999999999,TRUE,TRUE
2003,215002,744.67390702,0.286717927610614,5.646671551761662,0.07636439475039647,33.35429718,0,95.98000000000002,TRUE,TRUE
2004,215002,567.00098786,1.9735182336439405,3.7353080914444896,0.21187480504431877,13.86767974,0,97.69999999999999,TRUE,TRUE
2005,215002,777.18665397,-0.03141730022357936,NA,0.030027665385583324,NA,77,99.98000000000002,TRUE,FALSE
2006,215002,486.39604701,-0.546036796071447,NA,-0.07691416519924321,NA,83,102.08999999999997,TRUE,FALSE
2007,215002,923.0096853,-0.11230812123161948,7.968972712768591,0.01627475274450174,78.53639257,0,104.01999999999998,TRUE,TRUE
2008,215002,653.86716375,0.5754322813261687,5.0657471538561305,0.11011130941918379,26.06105771,0,105.82999999999998,TRUE,TRUE
2009,215002,558.4611801,-0.18441983892040104,3.088090593511208,0.0032034433971963594,9.7958697,0,107.63999999999999,TRUE,TRUE
2010,215002,1052.27936986,0.6028326710923366,9.658537099605093,0.1129874902976653,132.61259289,0,110.10000000000002,FALSE,TRUE
2011,215002,853.01132912,1.0741359297508026,9.45409740920231,0.15555166809855847,124.91254215,0,111.85000000000002,FALSE,TRUE
2012,215002,938.26050634,1.0342247652797814,11.896369402402252,0.15238750843150017,242.03395514,0,114.06,FALSE,TRUE
2013,215002,865.7005285500001,-0.3536182179214553,9.314917978310115,-0.03091847570590389,119.86502421,0,116.74000000000001,FALSE,TRUE
2014,215002,933.02448107,-0.0796363530116393,NA,0.02194033005567886,NA,81,118.81,FALSE,FALSE
1959,215004,1484.86454589,0.5386004344395867,32.167088043282845,0.11065598925455844,903.45440803,0,35.98000000000002,FALSE,FALSE
1960,215004,973.94961208,-0.05873690310965762,NA,0.02264643644389963,NA,37,36.910000000000025,FALSE,FALSE
1961,215004,1430.89735451,0.7127869638145514,NA,0.12992275949171272,NA,56,37.639999999999986,FALSE,FALSE
1962,215004,959.71275328,0.30551038173589107,NA,0.08096729197972607,NA,17,38.44999999999999,FALSE,FALSE
1963,215004,1244.98024993,-0.5912025871237926,NA,-0.10528996128649959,NA,24,38.99000000000001,FALSE,FALSE
1964,215004,872.00948536,-0.8737332126685484,21.601928288485244,-0.20984677742078134,347.83379045,0,39.620000000000005,FALSE,TRUE
1965,215004,470.46734184,0.14151195210580458,11.215459577950046,0.05679234372622177,79.48777506,0,40.04000000000002,FALSE,TRUE
1966,215004,880.00591107,0.6380780840896552,17.415539715493583,0.12193137013115829,210.92119725,0,41.370000000000005,FALSE,TRUE
1967,215004,665.53312519,-0.8612769670243184,22.932015279811864,-0.2044185878053339,400.48227537,0,42.18000000000001,FALSE,TRUE
1968,215004,577.88444763,-0.009633205052511196,NA,0.03155284159633709,NA,20,43.05000000000001,FALSE,FALSE
1969,215004,1056.36314292,0.22791315535611334,NA,0.06990733604790333,NA,12,44.620000000000005,FALSE,FALSE
1970,215004,846.17262952,0.2282132707151403,15.816383308886563,0.0699513781334864,169.39265220000001,0,45.68000000000001,FALSE,FALSE
1971,215004,784.82130654,2.9175672968550153,NA,0.2643276712854651,NA,10,46.31999999999999,FALSE,FALSE
1972,215004,647.61119646,0.9295329368330878,NA,0.1510671268696604,NA,27,47.45999999999998,FALSE,FALSE
1973,215004,911.56018679,0.8401042250814872,16.838973461342945,0.14268771034951444,195.29546883,0,49.68000000000001,FALSE,FALSE
1974,215004,1509.20995338,-0.7290238797467504,NA,-0.15182967263560437,NA,81,50.19,FALSE,FALSE
1975,215004,1297.7538089,-0.5842630235523557,NA,-0.10313525800573498,NA,29,51.129999999999995,FALSE,FALSE
1976,215004,1240.87387129,1.8747379133072888,NA,0.21810760786532857,NA,44,52.02999999999997,FALSE,FALSE
1977,215004,664.33343843,-0.0124266560463977,17.43150303602577,0.031056067616124783,211.36448433,2,53.839999999999975,FALSE,FALSE
1978,215004,1433.35567981,-0.08804728295752096,NA,0.01714843507064312,NA,16,55.410000000000025,FALSE,FALSE
1979,215004,572.33965831,0.2512473885045914,15.12334153203201,0.07330169710352052,153.12060610999998,0,56.839999999999975,FALSE,FALSE
1980,215004,532.59720101,0.8098607398782944,NA,0.13974767848605507,NA,14,58.75999999999999,FALSE,FALSE
1981,215004,784.28678059,-0.15704949167857074,16.839597626059035,0.0036332656903349525,195.311982,0,60.120000000000005,FALSE,TRUE
1982,215004,379.58849224,0.06222916838312931,9.040810226332292,0.043942221306808804,50.65665545,0,61.48000000000002,FALSE,TRUE
1983,215004,1018.21586484,0.44230864662198965,18.699119075331435,0.09898527519648104,248.43497061,0,63.14999999999998,FALSE,TRUE
1984,215004,1268.59953418,-0.142763082448921,26.960441530035464,0.0064998476192568155,589.15039568,0,64.87,FALSE,TRUE
1985,215004,909.04385912,-0.1497461900885133,NA,0.005103263761212062,NA,12,66.35000000000002,FALSE,FALSE
1986,215004,737.12099569,-0.4518862895010146,18.057005404546853,-0.06499911559135119,229.19217287,0,67.61000000000001,FALSE,TRUE
1987,215004,955.84681242,0.36440562217811023,17.892594874852534,0.0889445146358675,224.41926888,0,69.31,FALSE,TRUE
1988,215004,1271.17356127,-0.6585554817466868,25.683943185725013,-0.12710403228995076,524.45770486,0,71.69,FALSE,TRUE
1989,215004,1244.94136682,-0.268657154537836,27.672104944071993,-0.0200947416151247,627.26570668,0,73.19999999999999,FALSE,TRUE
1990,215004,1078.70809213,-0.8560347423924515,26.876396907753698,-0.20216061773379002,584.74677865,0,74.44999999999999,FALSE,TRUE
1991,215004,995.16233063,-0.8910645343859227,20.967467471544893,-0.21755028971580942,324.32469494000003,0,75.69999999999999,FALSE,TRUE
1992,215004,1014.39406245,0.91884634625953,NA,0.15008968397533373,NA,11,76.54000000000002,FALSE,FALSE
1993,215004,784.64418363,0.478271486542992,NA,0.1034359507099245,NA,11,77.20999999999998,FALSE,FALSE
1994,215004,689.4899104899999,0.21910244714027627,NA,0.06860983175902013,NA,34,78.95999999999998,FALSE,FALSE
1995,215004,777.69770584,0.1151590632355779,18.03343338312084,0.05261159891276557,228.50403486,0,80.97000000000003,FALSE,FALSE
1996,215004,841.72085788,-0.5839291999641082,NA,-0.10303202647812687,NA,25,82.74000000000001,FALSE,FALSE
1997,215004,752.9706018,-0.6409246486136277,19.909640636515125,-0.12123076559497031,287.37187799,0,83.88,FALSE,TRUE
1998,215004,953.18413138,-0.8393343765264604,24.184929800081214,-0.19506960433788106,454.35792178,0,86.839999999999975,FALSE,TRUE
1999,215004,908.25584103,0.8953961635110355,21.640524621883195,0.1479224883928536,349.29699235,0,88.54000000000002,FALSE,TRUE
2000,215004,784.02503219,0.15549791734422103,14.25480125946375,0.05897587475887267,134.14791918,0,89.70999999999998,FALSE,TRUE
2001,215004,934.76672139,-0.05782865394996706,18.748487399439956,0.022814589821939735,249.95446227,0,91.32,FALSE,TRUE
2002,215004,659.69704755,1.3098395640290847,NA,0.18216806993408052,NA,57,93.44999999999999,TRUE,FALSE
2003,215004,804.38615368,0.18333603439646007,15.246578280585428,0.06325119727899087,155.93971206,0,95.98000000000002,TRUE,TRUE
2004,215004,736.91367204,1.2678285121960815,11.130574315475098,0.17905087357627936,78.20917083,0,97.69999999999999,TRUE,TRUE
2005,215004,887.30202835,-0.01720258739821423,16.249546670487486,0.030204020626622752,180.08585895,0,99.98000000000002,TRUE,TRUE
2006,215004,610.86283033,-0.6757945076729805,11.422933207418618,-0.1329641188257174,82.6672992,0,102.08999999999997,TRUE,TRUE
2007,215004,1079.29642477,-0.24371486920804775,NA,-0.014577075413306662,NA,66,104.01999999999998,TRUE,FALSE
2008,215004,736.77588969,0.47061857075208957,NA,0.10249824215149128,NA,36,105.82999999999998,TRUE,FALSE
2009,215004,579.77541177,-0.01194381885629725,8.807285152060938,0.031142016774809655,48.02777656,0,107.63999999999999,TRUE,TRUE
2010,215004,991.58476127,0.35136880764894096,18.654062382321317,0.08720833010638185,247.05320368,0,110.10000000000002,TRUE,TRUE
2011,215004,915.69254101,0.16620691858410508,NA,0.06063159577467292,NA,31,111.85000000000002,FALSE,FALSE
2012,215004,958.50572851,1.3834289653884262,22.677144579561606,0.18746074429194814,390.035776,0,114.06,FALSE,TRUE
2013,215004,968.71481628,-0.4310330706056813,23.608401706958936,-0.05946330543828943,429.04251744,0,116.74000000000001,FALSE,TRUE
2014,215004,883.74414189,-0.016605375549224144,NA,0.030310754021053432,NA,22,118.81,FALSE,FALSE
1959,215207,1290.90427321,0.3599280578997126,NA,0.08497179416054612,NA,365,35.98000000000002,FALSE,FALSE
1960,215207,944.07072739,-0.15929803070696757,NA,0.0014145101348412847,NA,366,36.910000000000025,FALSE,FALSE
1961,215207,1260.84191273,0.6872414538919964,NA,0.12322969139485385,NA,365,37.639999999999986,FALSE,FALSE
1962,215207,899.80175365,0.1428303579367105,NA,0.05417633804760025,NA,365,38.44999999999999,FALSE,FALSE
1963,215207,1070.68545037,-0.5364651839516419,NA,-0.0883846010205358,NA,365,38.99000000000001,FALSE,FALSE
1964,215207,775.59479383,-0.8085390724230564,NA,-0.17948985720858768,NA,366,39.620000000000005,FALSE,FALSE
1965,215207,443.55915536,0.0483178504701558,NA,0.03906748200656185,NA,365,40.04000000000002,FALSE,FALSE
1966,215207,836.81031565,0.7125087649816628,NA,0.125849137920798,NA,365,41.370000000000005,FALSE,FALSE
1967,215207,586.97342503,-0.8763356480051542,NA,-0.20723607720383697,NA,365,42.18000000000001,FALSE,FALSE
1968,215207,564.39963332,-0.14032436300516737,NA,0.0051420615784689705,NA,366,43.05000000000001,FALSE,FALSE
1969,215207,979.45238495,0.1295782066438076,NA,0.05212573192496339,NA,365,44.620000000000005,FALSE,FALSE
1970,215207,841.30350147,0.3134111866270972,NA,0.0787872522861699,NA,365,45.68000000000001,FALSE,FALSE
1971,215207,677.22076012,2.2328435287137793,NA,0.23094653099649198,NA,365,46.31999999999999,FALSE,FALSE
1972,215207,578.49256615,0.8735421152624887,NA,0.14159500660331226,NA,366,47.45999999999998,FALSE,FALSE
1973,215207,818.50931713,0.7204074308201107,NA,0.12665930098182987,NA,365,49.68000000000001,FALSE,FALSE
1974,215207,1341.01519248,-0.7233629722128461,NA,-0.14780013148034726,NA,365,50.19,FALSE,FALSE
1975,215207,1091.65331268,-0.6871163788228303,NA,-0.13526725037891346,NA,365,51.129999999999995,FALSE,FALSE
1976,215207,995.43468933,2.1364169365549275,NA,0.22637030202201902,NA,366,52.02999999999997,FALSE,FALSE
1977,215207,595.19714083,-0.14268272010486704,NA,0.004682142006804724,NA,195,53.839999999999975,FALSE,FALSE
1978,215207,1237.21976736,-0.10928520986997325,NA,0.011107198928035689,NA,11,55.410000000000025,FALSE,FALSE
1979,215207,511.20598339,0.21527929471628804,NA,0.06502038446247649,NA,8,56.839999999999975,FALSE,FALSE
1980,215207,474.0527841,0.44768864399160146,3.637401834479047,0.09609076373998449,15.88179473,0,58.75999999999999,FALSE,TRUE
1981,215207,755.22892803,-0.27344646019311125,6.315569774739568,-0.02241091018433994,63.41343305,0,60.120000000000005,FALSE,TRUE
1982,215207,345.92779496000003,0.1507265027216631,3.6771697904350944,0.055388061872885364,16.25884436,0,61.48000000000002,FALSE,TRUE
1983,215207,913.71919522,0.28781802474036144,NA,0.07529348658496526,NA,15,63.14999999999998,FALSE,FALSE
1984,215207,1081.36219299,-0.1684844913155814,10.275747169599601,-4.1296867843421126e-4,298.26347629,0,64.87,FALSE,TRUE
1985,215207,833.82109428,-0.12868490119095366,8.910640551877536,0.0073980012984532495,183.83164887,0,66.35000000000002,FALSE,TRUE
1986,215207,665.5048506,-0.4777577019495116,7.339118251702197,-0.07209851297208619,99.03828697,0,67.61000000000001,FALSE,TRUE
1987,215207,761.77347337,0.28519521867927056,5.837398222007725,0.07493168892242008,50.79029371,0,69.31,FALSE,TRUE
1988,215207,1133.81798692,-0.7159670747389012,10.659356975287588,-0.14519921690955173,339.11226316,0,71.69,FALSE,TRUE
1989,215207,1052.22292341,-0.30394363011598124,NA,-0.029214401195057915,NA,69,73.19999999999999,FALSE,FALSE
1990,215207,913.25236654,-0.8757110471220406,10.485432434854793,-0.2069692341238079,320.06512218,0,74.44999999999999,FALSE,TRUE
1991,215207,894.32947604,-0.9152981437743208,9.800110655968329,-0.2243237561021872,253.2451617,0,75.69999999999999,FALSE,TRUE
1992,215207,916.35739315,0.9524868717948458,8.27834062492805,0.14876266003630179,144.57958942,0,76.54000000000002,FALSE,TRUE
1993,215207,688.35386135,0.34815147258412593,NA,0.08342581584811837,NA,9,77.20999999999998,FALSE,FALSE
1994,215207,598.9011081900001,0.3489675902509555,4.863137758708344,0.08353337842665975,31.31926782,0,78.95999999999998,FALSE,TRUE
1995,215207,755.35413694,0.27665449249689567,6.851075220707974,0.073748653043333,80.44958889,0,80.97000000000003,FALSE,TRUE
1996,215207,766.00444643,-0.46692870027379063,6.728965507034904,-0.06920216199541779,76.27229046,0,82.74000000000001,FALSE,TRUE
1997,215207,636.7586967999999,-0.7583655728189638,7.471070694708032,-0.16042625672611788,104.61929823,0,83.88,FALSE,TRUE
1998,215207,876.3365908000001,-0.8503773687540683,8.746441258691078,-0.19632674279147566,172.89635735,0,86.839999999999975,FALSE,TRUE
1999,215207,814.79255717,0.6936922109779162,7.315783907705165,0.12390249704350131,98.07693569,7,88.54000000000002,FALSE,TRUE
2000,215207,665.06976957,0.17021093419783573,5.898779719279097,0.05834631764997833,52.28597609,0,89.70999999999998,FALSE,TRUE
2001,215207,731.63962364,-0.11621761919110152,6.3918374611815185,0.00978894757505877,65.64292506,0,91.32,TRUE,TRUE
2002,215207,536.09680727,1.084683857640642,5.072998864257464,0.16003924594597452,34.88979028,0,93.44999999999999,TRUE,TRUE
2003,215207,696.67802617,0.2530920333177489,5.029576838757173,0.07044544714677581,34.1252381,0,95.98000000000002,TRUE,TRUE
2004,215207,588.37454139,1.6833585112066374,3.710907640192225,0.20197983114634577,16.58437639,2,97.69999999999999,TRUE,TRUE
2005,215207,770.4498893,-0.03829072487124163,5.912544188874222,0.024163021004836804,52.62622216,0,99.98000000000002,TRUE,TRUE
2006,215207,513.26754068,-0.5144320502286813,3.918720104349757,-0.08215386387737678,18.70798192,0,102.08999999999997,TRUE,TRUE
2007,215207,895.43817285,-0.11481089858886118,7.6445037713127055,0.01005709154007628,112.33950233,0,104.01999999999998,TRUE,TRUE
2008,215207,654.36227955,0.6448786921335541,4.047083086336581,0.11874061569458616,20.12614735,6,105.82999999999998,TRUE,TRUE
2009,215207,527.91163043,-0.1104744211204256,2.380957519543553,0.01088162697952344,7.12946653,1,107.63999999999999,TRUE,TRUE
2010,215207,941.45051058,0.5596123209689199,7.443465957121403,0.10931629333954962,103.43117219,0,110.10000000000002,FALSE,TRUE
2011,215207,765.31013137,0.6483188893345575,NA,0.11910981044558522,NA,37,111.85000000000002,FALSE,FALSE
2012,215207,895.46422988,1.2814624523667313,9.456287707192912,0.17532720520028222,224.2660022,0,114.06,FALSE,TRUE
2013,215207,818.44758194,-0.38124766577508695,8.63549031949733,-0.04737804245445143,165.81025522,3,116.74000000000001,FALSE,TRUE
2014,215207,814.25405595,0.023340165051117356,7.265993611557756,0.034878124447756176,96.05088663,1,118.81,FALSE,TRUE
1959,216002,1702.56613761,0.8245701293120087,NA,0.14432569227485414,NA,365,35.98000000000002,FALSE,FALSE
1960,216002,1131.85571279,-0.09311953653083238,NA,0.016323022045482083,NA,190,36.910000000000025,FALSE,FALSE
1961,216002,1789.61436251,0.7321842918321959,18.271807636480165,0.13488893298020044,2403.10556766,0,37.639999999999986,FALSE,TRUE
1962,216002,1109.53027959,0.08997812127192617,14.350708375669333,0.04954836951687214,938.2191868,0,38.44999999999999,FALSE,TRUE
1963,216002,1600.35606331,-0.6113299214559333,17.114979330593872,-0.11562407463959284,1852.90959182,0,38.99000000000001,FALSE,TRUE
1964,216002,1026.08892834,-0.8328966979893273,13.189347138385527,-0.19953355733032463,684.53417066,0,39.620000000000005,FALSE,TRUE
1965,216002,624.64963333,0.026522951920939786,9.986408399764272,0.03861312170099318,255.47113515,0,40.04000000000002,FALSE,TRUE
1966,216002,1028.96026454,0.5921684440364672,10.915990720148807,0.11945762404776228,346.95213915,0,41.370000000000005,FALSE,TRUE
1967,216002,783.05356778,-0.7663181551619673,10.549495663717273,-0.17185337779719329,308.18041905,0,42.18000000000001,FALSE,TRUE
1968,216002,651.39136664,0.10028501589825156,4.055548213046761,0.0512711089710679,19.84801306,0,43.05000000000001,FALSE,TRUE
1969,216002,1309.43016059,-0.09416167951110244,NA,0.01611848145199357,NA,42,44.620000000000005,FALSE,FALSE
1970,216002,974.68748954,0.3981216127675946,8.516592435610628,0.09547260633599786,151.18055637,0,45.68000000000001,FALSE,FALSE
1971,216002,981.4691637,3.018069627160264,NA,0.2729867483631342,NA,31,46.31999999999999,FALSE,FALSE
1972,216002,802.62569692,0.8726394609008383,NA,0.14902179650095382,NA,49,47.45999999999998,FALSE,FALSE
1973,216002,1095.22983908,0.6685206945814648,NA,0.1280499214788644,NA,21,49.68000000000001,FALSE,FALSE
1974,216002,1778.00933877,-0.695309277339634,16.626247857224854,-0.14478476097922782,1653.38207405,7,50.19,FALSE,TRUE
1975,216002,1554.4748871699999,-0.4314174710673143,15.496598196303797,-0.06174081943943621,1257.80248183,0,51.129999999999995,FALSE,TRUE
1976,216002,1554.62343596,1.4965975954116417,14.413958606007839,0.1993317401690502,953.94734905,0,52.02999999999997,FALSE,TRUE
1977,216002,859.01315701,0.25737742757320814,12.160092706359126,0.07584301433874752,508.86105735,6,53.839999999999975,FALSE,TRUE
1978,216002,1588.94023507,-0.2778413561757751,NA,-0.023144575214162133,NA,8,55.410000000000025,FALSE,FALSE
1979,216002,712.3703668,0.21295925475476563,9.352948244460713,0.06920060059972033,205.11080378,0,56.839999999999975,FALSE,TRUE
1980,216002,602.32734265,0.835484080821038,6.471993913221462,0.14540435728884604,65.75805923,0,58.75999999999999,FALSE,TRUE
1981,216002,964.38067542,0.17974476610943824,NA,0.06408124141380744,NA,50,60.120000000000005,FALSE,FALSE
1982,216002,467.60552206,0.014142163434931687,6.909946144050236,0.03641112148466952,79.52142289,0,61.48000000000002,FALSE,TRUE
1983,216002,1212.92663714,0.08674864332840726,10.839860346943738,0.04900558292510149,338.59184409,0,63.14999999999998,FALSE,TRUE
1984,216002,1440.53588923,0.014070319555589794,NA,0.03639827632159498,NA,45,64.87,FALSE,FALSE
1985,216002,1128.7887235,-0.20095364301194008,NA,-0.005892795672878037,NA,49,66.35000000000002,FALSE,FALSE
1986,216002,837.47979474,-0.26385328766936733,NA,-0.019911391370941556,NA,19,67.61000000000001,FALSE,FALSE
1987,216002,991.11163059,0.17713735833484257,8.357211262709855,0.06367366619106352,142.34036075,0,69.31,FALSE,FALSE
1988,216002,1315.19277398,-0.7299847762565121,NA,-0.15770677674382055,NA,11,71.69,FALSE,FALSE
1989,216002,1526.40355368,-0.33355761623065927,NA,-0.03646774140119824,NA,143,73.19999999999999,FALSE,FALSE
1990,216002,1302.05174116,-0.815568492220928,NA,-0.19209821323071108,NA,109,74.44999999999999,FALSE,FALSE
1991,216002,1276.66466907,-0.9223875297502785,13.505375335662276,-0.24080455597970518,747.29473126,0,75.69999999999999,FALSE,TRUE
1992,216002,1221.20502441,0.818896880034,12.456707263816549,0.14376205052104207,555.24704802,0,76.54000000000002,FALSE,TRUE
1993,216002,846.49665021,0.38602708916679074,8.228317119885885,0.09386507360132024,135.4997451,0,77.20999999999998,FALSE,TRUE
1994,216002,844.92159586,0.16134935229044678,6.429958032767468,0.06118770356525505,64.54517092,0,78.95999999999998,FALSE,TRUE
1995,216002,985.01227546,0.2051743480811865,9.252297747493744,0.06801264809130247,197.90410063,0,80.97000000000003,FALSE,TRUE
1996,216002,889.98689506,-0.6914731283520056,8.685897832574446,-0.14338837669509724,161.04991973,0,82.74000000000001,FALSE,TRUE
1997,216002,926.23731707,-0.5083841114394699,9.838268583039595,-0.08350414581286375,242.88776215000001,0,83.88,FALSE,TRUE
1998,216002,1088.17946407,-0.8957859417329677,11.645923491826347,-0.22800631857799164,435.86984209,0,86.839999999999975,FALSE,TRUE
1999,216002,1140.91185175,0.7952811021985737,11.665880462967053,0.14139396212705801,438.53573933999996,0,88.54000000000002,FALSE,TRUE
2000,216002,910.76533017,0.47106466608022557,8.080842083466633,0.10487560698446352,128.0002414,0,89.70999999999998,FALSE,TRUE
2001,216002,1015.57765259,-0.10836069877579013,8.890988108604642,0.013312710259841709,173.6931675,0,91.32,TRUE,TRUE
2002,216002,788.87631708,0.9532525601190103,8.262401302043397,0.1565905261574041,137.28233312999998,0,93.44999999999999,TRUE,TRUE
2003,216002,1019.18320468,-0.030479602000038852,8.776981938543734,0.028279900672908642,166.57014546,0,95.98000000000002,TRUE,TRUE
2004,216002,912.9621692000001,0.6265888366650434,7.5278505104426365,0.12338567257427036,102.79311684,0,97.69999999999999,TRUE,TRUE
2005,216002,1037.57918131,0.01037323418772873,10.126322515139643,0.03573620926128562,267.83261691,0,99.98000000000002,TRUE,TRUE
2006,216002,754.57436028,-0.6924459133231913,7.202326309535033,-0.14374186565323044,89.93532078,0,102.08999999999997,TRUE,TRUE
2007,216002,1270.04294851,-0.2897801932344659,10.614011155088345,-0.025938815243558344,314.73947177,0,104.01999999999998,TRUE,TRUE
2008,216002,828.644088,0.24851634348138885,6.753509737670854,0.07453603014295263,74.36224621,0,105.82999999999998,TRUE,TRUE
2009,216002,701.8538066,0.09572952904766274,5.347257026984755,0.05051147491555552,38.97707539,0,107.63999999999999,TRUE,TRUE
2010,216002,1186.30297259,0.3178204340151751,9.822922474060245,0.08452666072393256,241.6132891,0,110.10000000000002,TRUE,TRUE
2011,216002,1133.80427718,0.0836389478060442,NA,0.04848156753464972,NA,9,111.85000000000002,FALSE,FALSE
2012,216002,1064.22219577,1.3109177890967092,10.970325931612361,0.18615224783555473,353.01998179,0,114.06,FALSE,FALSE
2013,216002,1228.969754,-0.44036085623809795,NA,-0.06417963890193557,NA,90,116.74000000000001,FALSE,FALSE
2014,216002,1181.01334752,-0.04431268114232245,NA,0.025695278664170762,NA,100,118.81,FALSE,FALSE
1959,216004,2000.41625484,1.224778158632032,NA,0.19536562210827202,NA,365,35.98000000000002,FALSE,FALSE
1960,216004,1380.95908002,-0.05391579692073423,NA,0.025716171141088928,NA,366,36.910000000000025,FALSE,FALSE
1961,216004,2012.71598957,0.7443346897911474,NA,0.1487106414504875,NA,365,37.639999999999986,FALSE,FALSE
1962,216004,1295.336856,0.06652754417707674,NA,0.04974315773872906,NA,365,38.44999999999999,FALSE,FALSE
1963,216004,2015.03089202,-0.4013028119663682,NA,-0.06127873018277952,NA,365,38.99000000000001,FALSE,FALSE
1964,216004,1102.98590861,-0.8155318703680011,NA,-0.22073234191329533,NA,366,39.620000000000005,FALSE,FALSE
1965,216004,751.33793803,-0.22825373534686388,NA,-0.014174872472815903,NA,365,40.04000000000002,FALSE,FALSE
1966,216004,1105.1875327,1.0170647148792349,NA,0.1768873498186736,NA,365,41.370000000000005,FALSE,FALSE
1967,216004,916.53577575,-0.6015935066240251,NA,-0.1282707960665158,NA,365,42.18000000000001,FALSE,FALSE
1968,216004,592.89810356,0.08727752425481627,NA,0.053630686480319545,NA,366,43.05000000000001,FALSE,FALSE
1969,216004,1583.39810531,-0.21974280926651102,NA,-0.012067080049118273,NA,365,44.620000000000005,FALSE,FALSE
1970,216004,953.97262705,1.0663458701870376,NA,0.18148191337935393,NA,100,45.68000000000001,FALSE,FALSE
1971,216004,1125.60785726,2.531116731976904,32.9517829481731,0.2746487570357913,314.98441506,0,46.31999999999999,FALSE,FALSE
1972,216004,953.13252089,0.9644007077523362,NA,0.17182087118881395,NA,54,47.45999999999998,FALSE,FALSE
1973,216004,1186.94227463,0.37809238668269596,25.595697447327186,0.10161494885187994,195.65254796,2,49.68000000000001,FALSE,FALSE
1974,216004,2052.42005265,-0.6731622660766274,NA,-0.1563795864785414,NA,25,50.19,FALSE,FALSE
1975,216004,1519.31869352,-0.28996183589144187,45.34329754194605,-0.03000949431159644,580.61375763,0,51.129999999999995,FALSE,TRUE
1976,216004,1805.5035226,0.7985696192378122,53.993647915597364,0.15471762728130023,814.28654241,0,52.02999999999997,FALSE,TRUE
1977,216004,1037.37127125,0.13387122867518597,NA,0.06211173445285523,NA,125,53.839999999999975,FALSE,FALSE
1978,216004,1669.34065021,-0.13124648703190123,47.01830836159454,0.0088383099887831,622.7594248199999,0,55.410000000000025,FALSE,TRUE
