station_id,station_name,drainage_division,river_region,notes,lat_outlet,long_outlet,lat_centroid,long_centroid,map_zone,catchment_area,state_outlet,state_alt,daystart,daystart_P,daystart_Q,nested_status,next_station_ds,num_nested_within,start_date,end_date,prop_missing_data,q_uncert_num_curves,q_uncert_n,q_uncert_q10,q_uncert_q10_upper,q_uncert_q10_lower,q_uncert_q50,q_uncert_q50_upper,q_uncert_q50_lower,q_uncert_q90,q_uncert_q90_upper,q_uncert_q90_lower,p_mean,pet_mean,aridity,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,q_mean,runoff_ratio,stream_elas,slope_fdc,baseflow_index,hdf_mean,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,geol_prim,geol_prim_prop,geol_sec,geol_sec_prop,unconsoldted,igneous,silicsed,carbnatesed,othersed,metamorph,sedvolc,oldrock,claya,clayb,sanda,solum_thickness,ksat,solpawhc,elev_min,elev_max,elev_mean,elev_range,mean_slope_pct,upsdist,strdensity,strahler,elongratio,relief,reliefratio,mrvbf_prop_0,mrvbf_prop_1,mrvbf_prop_2,mrvbf_prop_3,mrvbf_prop_4,mrvbf_prop_5,mrvbf_prop_6,mrvbf_prop_7,mrvbf_prop_8,mrvbf_prop_9,confinement,lc01_extracti,lc03_waterbo,lc04_saltlak,lc05_irrcrop,lc06_irrpast,lc07_irrsuga,lc08_rfcropp,lc09_rfpastu,lc10_rfsugar,lc11_wetlands,lc14_tussclo,lc15_alpineg,lc16_openhum,lc18_opentus,lc19_shrbsca,lc24_shrbden,lc25_shrbope,lc31_forclos,lc32_foropen,lc33_woodope,lc34_woodspa,lc35_urbanar,prop_forested,nvis_grasses_n,nvis_grasses_e,nvis_forests_n,nvis_forests_e,nvis_shrubs_n,nvis_shrubs_e,nvis_woodlands_n,nvis_woodlands_e,nvis_bare_n,nvis_bare_e,nvis_nodata_n,nvis_nodata_e,distupdamw,impound_fac,flow_div_fac,leveebank_fac,infrastruc_fac,settlement_fac,extract_ind_fac,landuse_fac,catchment_di,flow_regime_di,river_di,pop_mean,pop_max,pop_gt_1,pop_gt_10,erosivity,anngro_mega,anngro_meso,anngro_micro,gromega_seas,gromeso_seas,gromicro_seas,npp_ann,npp_1,npp_2,npp_3,npp_4,npp_5,npp_6,npp_7,npp_8,npp_9,npp_10,npp_11,npp_12
403222,Buffalo River at Abbeyard (403222),Murray-Darling Basin,OVENS RIVER,No notes,-36.910833,146.700556,-37.014607,146.75041,55,414.8,VIC,n/a,1400,2300,2300,Level 1,403209A,0,19650702,20141231,0.00138274336283186,7,15927,0.044087801,38.28%,-29.05%,0.377162488,17.81%,-15.22%,2.797338476,10.15%,-9.09%,3.564167,2.968465,0.832864,-0.431158,0.00104,19.738191,1.251926,jja,223.185488,4.597805,djf,1.032023,0.293496,1.73991,1.789036,0.560231,149.92,4.219928,0.021422,25.934672,6.642487,131.959333,25.782609,0.000443,SILICSED,0.917367935,IGNEOUS,0.08263217,0,0.08263217,0.917367935,0,0,0,0,0,30,40,43,1.173074096,186.5377502,187.4903259,345,1578.631348,765.1953735,1233.631348,40.1,36.8047066,0.8499482,4,0.6280345,0.3491113,0.0339557,0.955,0.026,0.0164,0.0026,0,0,0,0,0,0,1,0,0,0,0,0,0,0.002,0.0003,0,0,0.02563,0,0.00028,0.0065,0.00102,8e-05,0,0.31768,0.57781,0.00041,0.06835,0,0.96425,0.2019352,0.2019352,85.6253433,83.9951553,0.2571508,0.2571508,13.9155416,13.9155416,0,0,0,0,36.8047066,0,0,0,0.2777778,0.0255319,0,0.0840758,0.0369735,0,0.0184868,0.2406468,0.5379189,0,0,3068.621338,0.0525442,0.3135724,0.4255433,148.8929901,96.4099045,68.5057373,7.2899885,0.6849023,0.5014747,0.6381904,0.5809105,0.4026514,0.2931545,0.3447776,0.5249484,0.7131203,0.9189016,0.867844,0.8233665
403226,Boggy Creek at Angleside (403226),Murray-Darling Basin,OVENS RIVER,No notes,-36.605556,146.362222,-36.729005,146.340496,55,107.9,VIC,n/a,1400,2300,2300,Level 1,403209A,0,19670301,20141231,0.0256967893321124,6,15784,0.010194995,62.14%,-40.36%,0.215001854,19.66%,-17.08%,1.990413346,9.40%,-8.72%,2.891756,3.218455,1.112976,-0.436294,5e-06,22.112008,1.29078,jja,254.708651,5.730446,djf,0.726331,0.254928,2.065849,1.650108,0.541856,144.44898,3.00619,0,38.082633,7.215447,157.908835,32.711111,0.065026,IGNEOUS,0.437665176,SILICSED,0.409091225,0.153243437,0.437665176,0.409091225,0,0,0,0,0,22,57,65,1.197610237,195.3250122,142.207489,186,849.9615479,460.1502991,663.9615479,18.03,31.8098087,0.7302882,3,0.3705233,0.417269,0.0210293,0.7521,0.0949,0.1013,0.0404,0.0093,0.002,0,0,0,0,0.6,0,0,0,0,0,0,0.00401,0.35429,0,0,0.00142,0,0.00042,0.00046,0.00012,0,0,0.31829,0.30944,0,0.01149,0,0.63922,0,0,80.2999649,53.2271385,0.2835827,0.2835827,19.4165134,1.9883798,0,0,0,41.2820969,31.8098087,0,0,0,0.3,0.0744186,0,0.6715117,0.1852499,0,0.092625,1.4819094,3.0549002,0.637241,0,2164.371826,0.0702899,0.3142177,0.3851113,120.3532562,83.7489853,77.6740723,4.9517188,0.4712568,0.2838636,0.4244946,0.3981676,0.2868282,0.2132701,0.2478211,0.3778515,0.5145234,0.6519921,0.5831565,0.5060763
403232,Morses Creek at Wandiligong (403232),Murray-Darling Basin,OVENS RIVER,No notes,-36.751111,146.979722,-36.835758,146.984584,55,125.3,VIC,n/a,1400,2300,2300,Level 1,403209A,0,19721201,20141231,0.0199076182421443,6,12914,0.055366321,33.40%,-24.51%,0.305159617,16.92%,-14.75%,2.60284996,8.97%,-8.31%,3.943819,3.044198,0.771891,-0.46544,0.000237,21.597993,1.285317,jja,237.391005,4.860505,djf,0.949999,0.24303,1.490868,1.608293,0.565786,151.27907,3.892128,0.022967,29.190906,9.632,136.692964,29.830688,0.00624,SILICSED,0.930728455,UNCONSOLDTED,0.069271712,0.069271712,0,0.930728455,0,0,0,0,0,16.458334,51.7916679,67.1666641,1.028001706,197.6539154,150.2094116,335,1253.068726,714.5800781,918.068726,41.89,23.6891975,0.7753112,4,0.5433216,0.4362389,0.040321,0.9539,0.0208,0.0161,0.0092,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00017,0,0,0,0.00802,0,0,0.00143,0.00016,0,0,0.43471,0.50801,0,0.04752,0,0.99024,0,0,93.8825912,73.3287354,0,0,6.1174254,6.1174254,0,0,0,0.1606491,23.6891975,0,0,0,0.5483146,0.284127,1,0.4231647,0.1580293,0,0.0790147,7.7644191,521.1326904,0.8250535,0.0430235,3274.897949,0.0592641,0.3232814,0.4182667,138.9797974,91.6070557,70.5287247,7.3297186,0.7181765,0.4955547,0.6455672,0.5788879,0.4036608,0.2991352,0.3502571,0.5224102,0.7089913,0.9141497,0.864714,0.8339633
404207,Holland Creek at Kelfeera (404207),Murray-Darling Basin,BROKEN RIVER,No notes,-36.612222,146.058611,-36.765968,146.165046,55,454.7,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19600511,20141231,0.00275578715302134,8,18753,0.00461843,47.32%,-34.28%,0.115019793,27.09%,-22.80%,1.231541676,11.86%,-10.89%,2.685366,3.186925,1.186775,-0.41118,2.9e-05,21.906402,1.269772,jja,255.58715,5.776933,djf,0.489302,0.183131,2.101068,1.357658,0.465447,150.654545,2.078437,2e-06,42.869115,5.869347,170.503831,32.260417,0.049942,IGNEOUS,0.562639046,UNCONSOLDTED,0.2766819,0.2766819,0.562639046,0.160678482,0,0,0,0,0,18,52,69,1.288495584,213.6536713,151.173233,188,1132.102295,481.7266541,944.102295,15.4,60.0532684,0.7086967,4,0.4008473,0.324721,0.0160378,0.6791,0.0845,0.1009,0.0521,0.03,0.0455,0.0078,0,0,0,0.05,0,0.0005,0,0,0,0,0.01018,0.3327,0,0,0.00214,0,0.0005,0.0004,0.00027,4e-05,0,0.34185,0.29288,8e-05,0.01845,0,0.65326,0,0,74.0308456,53.7562294,0,0,25.9691067,1.7241021,0,0,0,29.684597,60.0532684,0,0,0,0.1333333,0.152,0,0.6544044,0.269672,0.5221645,0.3959182,1.2783618,3.1404104,0.2613752,0,1730.920654,0.0712388,0.3133485,0.3851937,124.3243332,84.6244431,78.2688828,5.400496,0.4774106,0.2954288,0.4588346,0.4364546,0.320803,0.2394673,0.2800092,0.4302316,0.5863583,0.7275002,0.6402915,0.516212
405205,Murrindindi River at Murrindindi above Colwells (405205),Murray-Darling Basin,GOULBURN RIVER,No notes,-37.413889,145.564167,-37.485979,145.574787,55,107.8,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19750609,20141231,0.000553594906926856,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.693022,2.809923,0.760873,-0.30658,0.000653,17.429795,1.216569,son,213.194898,4.096983,djf,1.266026,0.352897,1.497158,1.382412,0.784388,165.775,2.949629,0.365102,0.227602,1.5,7.283251,9.290323,0,IGNEOUS,0.943050919,SILICSED,0.056949029,0,0.943050919,0.056949029,0,0,0,0,0,18,38,69,0.96271332,196.1068726,143.6686401,324,1010.461914,669.651123,686.461914,22.35,30.0206203,0.8432883,3,0.3914189,0.5175095,0.0235291,0.8578,0.0851,0.0515,0.0056,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02424,0,0,0,0.00181,0,0.00216,4e-05,0.00088,0,0,0.80538,0.13638,4e-05,0.02906,0,0.97086,0,0,96.5517426,96.5093842,0,0,3.4482398,3.4482398,0,0,0,0,30.0206203,0,0,0,0.1513513,0,0,0.4663248,0.2640004,0,0.1320002,1.5944479,3.3453007,0.3265479,0,2870.026123,0.0505268,0.3472165,0.4755587,145.4436188,90.7284393,56.0728416,8.3752842,0.8246203,0.5786782,0.7726768,0.6552403,0.4229208,0.2816377,0.3482616,0.5731716,0.7851648,1.0439992,1.0474671,1.0477574
405209,Acheron River at Taggerty (405209),Murray-Darling Basin,GOULBURN RIVER,No notes,-37.317778,145.713889,-37.476057,145.723246,55,625.8,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19731214,20141231,0.000466884546121523,4,21998,0.241772132,10.65%,-9.78%,0.825254874,9.28%,-8.60%,3.223475551,7.41%,-6.96%,3.617517,2.846247,0.786796,-0.367668,0.000306,17.448487,1.206852,jja,214.961242,4.239816,djf,1.238979,0.353988,2.005605,1.82588,0.699312,156.095238,3.915344,0.177267,2.875984,2,41.189944,11.192053,0,IGNEOUS,0.416291466,SILICSED,0.358064499,0.225643654,0.416291466,0.358064499,0,0,0,0,0,18,38,69,1.009429007,162.0077972,140.7209778,203,1450.618164,604.5598755,1247.618164,21.71,51.9175339,1.0276332,5,0.5452506,0.3204848,0.0239821,0.7996,0.0821,0.0742,0.0342,0.0099,0,0,0,0,0,1,0,0,0,0,0.0001,0,0.01836,0.02767,0,0,0.00693,0,0.00402,0.00233,0.00168,0.00018,5e-05,0.62457,0.27185,0.00078,0.04014,0.0014,0.93734,0.1242247,0.1242247,94.3022003,80.170784,0.28292,0.28292,5.2906003,1.8572252,0,0,0,3.4641366,51.9175339,0,0,0,0.42,0.2,0,0.64375,0.2473638,0.0449484,0.1461561,2.0842066,147.035614,0.2330329,0.0093544,2869.32251,0.0553623,0.3446544,0.4573126,142.622467,88.8101349,61.557354,7.8370328,0.7609204,0.5082911,0.7048901,0.6289037,0.4109099,0.2726958,0.3394071,0.5581316,0.7642397,0.9984543,0.9643607,0.933984
405215,Howqua River at Glen Esk (405215),Murray-Darling Basin,GOULBURN RIVER,No notes,-37.229444,146.207222,-37.198605,146.403096,55,369.5,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19740221,20141231,0.00147413562047708,2,13574,0.084979432,25.02%,-21.23%,0.569688769,13.92%,-12.66%,2.989742896,8.56%,-8.07%,3.187877,2.850626,0.894208,-0.385539,0.002715,19.168102,1.222288,jja,227.933121,4.666858,djf,1.227293,0.394969,1.471089,1.965953,0.599285,149.214286,4.605241,0.06393,13.578614,4.616667,111.398554,23.549223,0,SILICSED,0.733485794,IGNEOUS,0.262546959,0.003968827,0.262546959,0.733485794,0,0,0,0,0,27.2000008,43,48.2000008,1.115407029,224.3872375,189.9560547,314,1759.334961,854.1045532,1445.334961,41.03,52.8890228,0.8773918,4,0.4133953,0.3744276,0.02736,0.9658,0.0236,0.0104,0.0002,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00208,0.0004,0,0,0.02532,0.0057,0.00035,0.00793,0.00175,0.00025,2e-05,0.34719,0.54651,0.00032,0.06205,0,0.95607,1.1191564,1.0207192,71.7883835,69.995163,0,0,27.0925636,26.8527927,0,0,0,0,52.8890228,1,0,0,0.0689655,0,0,0.4003824,0.1163685,0.7915683,0.4539684,1.0545505,354.1530151,0.0260677,0.0200016,2701.527344,0.0404982,0.2868102,0.43672,158.9867096,103.5687485,68.5640411,7.0243721,0.6909366,0.5308619,0.6474516,0.5532154,0.3654926,0.2604854,0.3048587,0.4684848,0.64556,0.8652338,0.8613203,0.8309708
405217,Yea River at Devlins Bridge (405217),Murray-Darling Basin,GOULBURN RIVER,No notes,-37.383056,145.473333,-37.452385,145.421051,55,360.2,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19750419,20141231,0.00372362432767894,4,13396,0.071071904,115.19%,-60.36%,0.284847307,50.54%,-34.34%,1.68587035,24.14%,-19.42%,2.949569,2.914631,0.988155,-0.254492,3e-06,17.654093,1.225827,son,224.23221,4.201191,djf,0.674125,0.233853,2.468242,1.539751,0.595088,157.425,2.646135,0.053731,19.390002,3.873737,103.750415,16.888889,0,SILICSED,0.84196434,UNCONSOLDTED,0.086265717,0.086265717,0.071770072,0.84196434,0,0,0,0,0,18,38,69,1.202570194,185.2631989,120.9373245,213,952.0526123,452.5422668,739.0526123,16.25,35.8353119,0.7368135,4,0.5980116,0.323513,0.0206051,0.7492,0.1078,0.0963,0.0442,0.0024,0,0,0,0,0,1,0.0002,0,0,0,0,0,0.00104,0.23606,0,0,0.00068,0,0.00018,0.0001,0.00019,3e-05,0,0.52034,0.23173,7e-05,0.00708,0.0024,0.75922,0,0,96.1199799,61.6095734,0.0467467,0.0212485,3.8290541,0.1998497,0,0,0.0042494,30.368597,35.8353119,0,0,0,0.3306667,0.0651163,0,0.6415334,0.2682216,0.0623174,0.1652695,6.0049262,253.600174,1,0.0137767,1731.90625,0.0655379,0.3636844,0.4450367,128.5204773,78.2613449,63.5615082,7.3000741,0.6868036,0.4721498,0.6390373,0.5913833,0.3949943,0.2702406,0.331018,0.5387753,0.7217289,0.9134223,0.8864312,0.8611715
405218,Jamieson River at Gerrang Bridge (405218),Murray-Darling Basin,GOULBURN RIVER,No notes,-37.291667,146.1875,-37.301821,146.394178,55,366.8,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19590221,20141231,0,10,19880,0.113061968,19.20%,-16.62%,0.688946292,12.33%,-11.19%,4.221363141,8.37%,-7.81%,3.228492,2.814377,0.871731,-0.374291,0.003896,18.485863,1.214242,jja,222.76493,4.473724,djf,1.528096,0.479279,1.652095,2.103133,0.57934,148.175439,5.608413,0.091501,15.520843,4.270936,122.25125,27.873469,0,SILICSED,0.843134689,IGNEOUS,0.156702118,0.000163264,0.156702118,0.843134689,0,0,0,0,0,30,40,43,1.116972287,221.004303,190.0753174,319,1724.39563,880.4689331,1405.39563,41.25,56.9680481,0.9007107,4,0.3783096,0.4039844,0.0248551,0.972,0.0195,0.0083,0.0002,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00528,0,0,0,0.02072,0.0041,0.00121,0.01005,0.00496,0.00022,0,0.30908,0.56927,0.00104,0.07399,0,0.95338,0.7837918,0.7837918,70.5868683,69.8327179,0.0126417,0.0126417,28.616642,28.5113163,0,0,0,0,56.9680481,1,0,0,0.3076923,0.0615385,0,0.463198,0.1963501,1,0.598175,0.32142,0.8470361,0,0,2573.610107,0.0370243,0.283538,0.4474907,163.2390594,105.476059,66.9122543,7.2059164,0.732236,0.5442637,0.6630296,0.5635193,0.3702497,0.2608014,0.3085832,0.478898,0.6601626,0.8871143,0.8779439,0.8602566
405219,Goulburn River at Dohertys (405219),Murray-Darling Basin,GOULBURN RIVER,No notes,-37.3325,146.130278,-37.481102,146.286371,55,699.1,VIC,n/a,1400,2300,2300,Not nested,n/a,1,19671214,20141231,0.00890311318009892,5,16001,0.094264054,21.09%,-18.00%,0.494637391,14.30%,-12.82%,3.313402947,9.38%,-8.72%,3.333541,2.792209,0.837611,-0.368146,0.001722,17.336338,1.195232,jja,216.708894,4.231387,djf,1.284407,0.386332,1.905171,1.884313,0.582615,148.458333,4.96686,0.075118,23.525085,7.123377,130.127818,28.488263,0.001409,SILICSED,0.990727158,IGNEOUS,0.00560859,0.003664537,0.00560859,0.990727158,0,0,0,0,0,30,40,43,1.141604322,205.4988403,188.9124146,302,1570.082398,785.3849487,1268.082398,38.89,62.5598869,0.8778589,4,0.4771368,0.3829511,0.0203276,0.9696,0.0209,0.0092,0.0004,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01179,0,0,0,0.01645,0,0.00286,0.00851,0.00495,0.00049,2e-05,0.21618,0.63535,0.00115,0.10227,0,0.95495,0.0394638,0.0394638,83.7106552,83.2440872,0,0,16.2498569,16.2454777,0,0,0,0,62.5598869,1,0,0,0.5,0.2666667,0,0.2774194,0.2543243,1,0.6271622,0.1259683,0.8470361,0,0,2353.770996,0.0392568,0.3006165,0.4634428,161.6635742,102.5221481,61.7511444,7.280201,0.740213,0.5308636,0.6608866,0.5696299,0.3749601,0.2569292,0.3117551,0.4938354,0.6800553,0.910907,0.8889571,0.8640791
405226,Pranjip Creek at Moorlim (405226),Murray-Darling Basin,GOULBURN RIVER,No notes,-36.621111,145.306667,-36.800474,145.354372,55,788.4,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19740510,20141231,0.0109120301764785,7,13528,0,n/a,n/a,0.012547032,104.91%,-57.99%,0.335324708,26.66%,-22.18%,1.724745,3.28248,1.903168,-0.314525,0,21.597993,1.273278,jja,274.530954,6.443299,djf,0.16912,0.099423,2.07765,0.465811,0.338124,155.804878,0.813994,0,70.045219,17.170732,245.307512,52.737968,0.168006,UNCONSOLDTED,0.702128677,IGNEOUS,0.254935112,0.702128677,0.254935112,0.042935658,0,0,0,0,0,37,62,42,0.900259083,63.3547935,76.4129868,123,534.4170532,204.0016174,411.4170532,4.05,57.3416824,0.857415,4,0.538784,0.213028,0.007322,0.2881,0.0349,0.0848,0.0762,0.0674,0.1043,0.141,0.2033,0,0,0,0.0022,0.0001,0,0.00156,0,0,0.1759,0.72318,0,0.00408,0.0498,0,0.00011,0.00052,0.0003,3e-05,8e-05,0.00183,0.00857,5e-05,0.03138,0.0003,0.04183,0.4874383,0.0165246,16.7365952,3.1310122,0.19387,0.0763188,82.46241,3.3292,0,0,0,93.3583374,57.3416824,0,0.6,1,0.0454545,0.0285714,0,0.6483834,0.373794,1,0.686897,1.52429,183.6087036,0.7619166,0.0036317,857.8665771,0.0809707,0.3001747,0.3527204,107.8686676,62.4986115,87.8361588,2.9911692,0.1121366,0.0775701,0.1104808,0.1397564,0.1827224,0.1782297,0.2232979,0.3690179,0.5079486,0.5738062,0.3570317,0.1687949
405227,Big River at Jamieson (405227),Murray-Darling Basin,GOULBURN RIVER,No notes,-37.3675,146.056944,-37.500052,146.039292,55,628.1,VIC,n/a,1400,2300,2300,Not nested,n/a,1,19700820,20141231,0,6,14880,0.16462506,17.44%,-15.61%,0.614687948,11.09%,-10.29%,3.144547047,6.87%,-6.52%,3.772785,2.792924,0.740282,-0.398926,0.001176,17.523252,1.208897,jja,211.914532,4.137774,djf,1.283543,0.347932,1.838407,1.850437,0.632968,152.555556,4.675775,0.132121,12.599491,5.427184,87.38502,16.289916,0,SILICSED,0.863803329,IGNEOUS,0.105733557,0.030463488,0.105733557,0.863803329,0,0,0,0,0,30,40,43,1.065399852,256.339325,192.7254486,297,1450.639893,748.6760864,1153.639893,33.75,58.1626167,0.9030735,5,0.4880038,0.3911958,0.0198241,0.9259,0.0447,0.0264,0.0031,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0005,0,0,0,0.00702,0,0.00032,0.00227,0.00052,4e-05,2e-05,0.56558,0.39492,0.00022,0.02861,0,0.98933,0.0290775,0.0290775,95.4501419,95.1224213,0,0,4.5208035,4.5135455,0,0,0,0,58.1626167,0,0,0,0.2405797,0.0075472,0,0.2630012,0.2512706,0,0.1256353,0.3017388,0.8470361,0,0,3806.48877,0.0407754,0.3093124,0.4662527,159.5603485,100.9987259,60.0895996,7.5580282,0.7794109,0.5092854,0.700422,0.5895259,0.3826875,0.2574074,0.3149024,0.5075559,0.6998065,0.9435589,0.94346,0.9373754
405238,Mollison Creek at Pyalong (405238),Murray-Darling Basin,GOULBURN RIVER,No notes,-37.120278,144.856944,-37.160776,144.762353,55,164.3,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19721210,20141231,0.00755110011717224,2,14113,0,n/a,n/a,0.031041144,23.50%,-19.01%,0.735733414,4.77%,-4.55%,1.977176,3.012211,1.523492,-0.34286,6.7e-05,20.532579,1.267013,jja,264.054386,5.658722,djf,0.314523,0.158976,2.406116,0.795637,0.379348,147.930233,1.254921,0,75.51279,14.525346,225.628001,40.247863,0.229175,IGNEOUS,0.997261963,SILICSED,0.002738002,0,0.997261963,0.002738002,0,0,0,0,0,18,38,69,0.899999976,30,60,254,772.5496826,449.1931458,518.5496826,9.06,30.7124805,0.890491,3,0.4730178,0.3944947,0.017388,0.6143,0.1345,0.1955,0.0547,0.0009,0,0,0,0,0,1,0,0,0,0,0,0,0.0144,0.74762,0,0,0.00503,0,0,0,0,0,0,0.15846,0.07247,0,0.00202,0,0.23295,0,0,23.7893715,12.7385111,0,0,76.21064,3.8250334,0,0,0,82.0716171,30.7124805,0,0,0,0.6133333,0.4766667,0,0.5521875,0.3274946,0.3608514,0.344173,2.8505366,105.3237381,1,0.0091027,1166.311157,0.0558352,0.2851657,0.4079521,128.8213196,72.7023773,73.6202087,3.3717697,0.2404026,0.1438164,0.176916,0.1762225,0.1575754,0.155935,0.1997623,0.3170278,0.4481587,0.5787654,0.4576432,0.3275354
405245,Ford Creek at Mansfield (405245),Murray-Darling Basin,GOULBURN RIVER,No notes,-37.038611,146.053889,-37.060375,146.133651,55,117.3,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19700715,20141231,0.000738870759189705,1,15116,0.000852958,n/a,n/a,0.019608184,43.42%,-32.23%,0.342707587,22.20%,-18.86%,2.46814,3.121581,1.26475,-0.357917,0,21.196126,1.238667,jja,252.045117,5.383034,djf,0.254191,0.105349,2.799403,0.416983,0.214286,147.422222,0.991141,0.000665,53.924395,5.945409,251.009505,23.381551,0.02132,SILICSED,0.633803596,UNCONSOLDTED,0.36179245,0.36179245,0.004403901,0.633803596,0,0,0,0,0,18,38,69,0.903036044,32.467289,61.0574112,300,737.8383179,405.2695007,437.8383179,7.28,20.5426388,1.139389,4,0.590246,0.2278139,0.0209654,0.4936,0.062,0.1538,0.2043,0.0749,0.01,0.0014,0,0,0,0.28,0,0,0,0,0,0,0.01894,0.91942,0,0,0.00318,0,0,0,0,0,0,0.01284,0.01904,0,0.0058,0.0208,0.03768,0,0,3.3498969,0.1867879,0,0,96.6501083,0.0133477,0,0,0,99.7731857,20.5426388,0,0,0,0.016,0.08,0,0.7588726,0.4106026,0.0829271,0.2467648,24.8424244,967.6885986,1,0.0619493,1417.929199,0.075815,0.3387048,0.4146297,121.0487061,72.6728668,73.5769882,3.4374688,0.2457546,0.1749934,0.216499,0.2112123,0.1700728,0.1353227,0.1680941,0.2753774,0.40824,0.5764211,0.5114805,0.348964
405248,Major Creek at Graytown (405248),Murray-Darling Basin,GOULBURN RIVER,No notes,-36.853611,144.914444,-36.933951,144.836127,55,292.1,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19710421,20141231,0.000438569011966669,3,14789,0,n/a,n/a,0.001369374,152.64%,-71.53%,0.138650462,29.62%,-24.35%,1.610867,3.215807,1.996321,-0.281739,0,21.102669,1.291023,jja,278.054296,6.524561,djf,0.121264,0.073291,3.350958,0.096228,0.1592,167.465116,0.376759,0,91.140795,22.748571,293.981149,69.410811,0.423342,SILICSED,0.742947006,UNCONSOLDTED,0.256020451,0.256020451,0,0.742947006,0,0,0,0,0,18,52,69,0.888937152,30,60.7111435,145,569.8873901,226.5449677,424.8873901,5.35,30.5336246,1.0841141,4,0.6270845,0.1966894,0.013998,0.4404,0.0438,0.1892,0.2092,0.0625,0.0412,0.0137,0,0,0,0,0.0007,0,0,0,0,0,0.01158,0.27608,0,0,0.03326,0,0,0.00122,9e-05,0,0,0.00185,0.57282,0.00052,0.10187,0,0.67706,0,0,75.3879318,42.7107811,0,0,24.6120663,2.7779572,0,0,0,53.5184784,30.5336246,0,0,0,0.24,0.0777778,0,0.5894097,0.1913673,0,0.0956836,2.2369962,7.7423034,0.3885016,0,848.2080078,0.0797432,0.2945919,0.3577839,117.9414749,58.9805222,86.897995,2.8007331,0.2123462,0.1357363,0.1975326,0.2159997,0.1820761,0.1512598,0.1789793,0.2646557,0.3488503,0.4066404,0.272484,0.2403911
405251,Brankeet Creek at Ancona (405251),Murray-Darling Basin,GOULBURN RIVER,No notes,-36.968611,145.783889,-36.920226,145.815105,55,118.6,VIC,n/a,1400,2300,2300,Not nested,n/a,0,19731018,20141231,0.00186046511627907,3,13926,0.037099663,26.72%,-21.97%,0.158514334,16.51%,-14.66%,0.655142496,10.63%,-9.78%,2.519906,3.082362,1.223205,-0.409352,9.9e-05,21.551264,1.266337,jja,257.203962,5.687332,djf,0.338438,0.137456,1.561504,1.099028,0.524783,145.857143,1.140553,0.013439,14.005059,2.666667,75.812109,15.359606,0.015577,IGNEOUS,0.637541656,SILICSED,0.299218922,0.06323935,0.637541656,0.299218922,0,0,0,0,0,18,38,69,0.963916986,75.738739,81.5625458,320,956.8057861,544.7337646,636.8057861,15.65,19.4726467,0.6916559,4,0.6419513,0.359298,0.0330287,0.7415,0.1208,0.1044,0.0328,0.0006,0,0,0,0,0,1,0,0,0,0,0,0,0.00963,0.24374,0,0,0.00399,0,0,0,0.00025,0,0,0.39611,0.34306,0,0.00322,0,0.74239,0,0,83.5844955,59.2538757,0.2266486,0.1636887,16.1888504,1.4469109,0,0,0,34.352066,19.4726467,0,0,0,0.3789474,0.0727273,0,0.5809659,0.2677936,0.0286245,0.148209,1.3556341,1.5555853,1,0,1557.522217,0.0522187,0.2772263,0.4056503,121.4803162,83.8265228,74.450737,6.5117149,0.5676648,0.3634067,0.5419865,0.5720203,0.4001395,0.2812306,0.3347524,0.5305616,0.7164507,0.8730924,0.7343401,0.6052172
