station_id,station_name,drainage_division,river_region,notes,lat_outlet,long_outlet,lat_centroid,long_centroid,map_zone,catchment_area,state_outlet,state_alt,daystart,daystart_P,daystart_Q,nested_status,next_station_ds,num_nested_within,start_date,end_date,prop_missing_data,q_uncert_num_curves,q_uncert_n,q_uncert_q10,q_uncert_q10_upper,q_uncert_q10_lower,q_uncert_q50,q_uncert_q50_upper,q_uncert_q50_lower,q_uncert_q90,q_uncert_q90_upper,q_uncert_q90_lower,p_mean,pet_mean,aridity,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,q_mean,runoff_ratio,stream_elas,slope_fdc,baseflow_index,hdf_mean,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,geol_prim,geol_prim_prop,geol_sec,geol_sec_prop,unconsoldted,igneous,silicsed,carbnatesed,othersed,metamorph,sedvolc,oldrock,claya,clayb,sanda,solum_thickness,ksat,solpawhc,elev_min,elev_max,elev_mean,elev_range,mean_slope_pct,upsdist,strdensity,strahler,elongratio,relief,reliefratio,mrvbf_prop_0,mrvbf_prop_1,mrvbf_prop_2,mrvbf_prop_3,mrvbf_prop_4,mrvbf_prop_5,mrvbf_prop_6,mrvbf_prop_7,mrvbf_prop_8,mrvbf_prop_9,confinement,lc01_extracti,lc03_waterbo,lc04_saltlak,lc05_irrcrop,lc06_irrpast,lc07_irrsuga,lc08_rfcropp,lc09_rfpastu,lc10_rfsugar,lc11_wetlands,lc14_tussclo,lc15_alpineg,lc16_openhum,lc18_opentus,lc19_shrbsca,lc24_shrbden,lc25_shrbope,lc31_forclos,lc32_foropen,lc33_woodope,lc34_woodspa,lc35_urbanar,prop_forested,nvis_grasses_n,nvis_grasses_e,nvis_forests_n,nvis_forests_e,nvis_shrubs_n,nvis_shrubs_e,nvis_woodlands_n,nvis_woodlands_e,nvis_bare_n,nvis_bare_e,nvis_nodata_n,nvis_nodata_e,distupdamw,impound_fac,flow_div_fac,leveebank_fac,infrastruc_fac,settlement_fac,extract_ind_fac,landuse_fac,catchment_di,flow_regime_di,river_di,pop_mean,pop_max,pop_gt_1,pop_gt_10,erosivity,anngro_mega,anngro_meso,anngro_micro,gromega_seas,gromeso_seas,gromicro_seas,npp_ann,npp_1,npp_2,npp_3,npp_4,npp_5,npp_6,npp_7,npp_8,npp_9,npp_10,npp_11,npp_12
136208A,Boonara Creek at Ettiewyn (136208A),North East Coast,BURNETT RIVER,No notes,-25.902778,151.844167,-26.022886,151.987422,56,1391.9,QLD,n/a,1400,2300,2300,Not nested,n/a,0,19680613,20141231,0.0606951714403341,4,15894,0,n/a,n/a,0.000841289,326.08%,-74.53%,0.099412961,22.35%,-18.84%,2.068766,4.374189,2.114395,0.632381,0,21.233509,1.357228,djf,279.129056,7.202074,jja,0.137801,0.066906,3.618446,0.29617,0.146649,227.608696,0.267539,0,125.18806,28.216495,273.771696,51.377682,0.280696,IGNEOUS,0.561127129,SEDVOLC,0.203773384,0.16963789,0.561127129,0.048461914,0,0.015530022,0.000510593,0.203773384,0,39.578125,62,38.40625,0.882695574,105.7774429,92.0213852,169,638.932251,299.5849915,469.932251,12.12,81.3923645,0.686498,5,0.5207509,0.3018135,0.0059716,0.6216,0.1134,0.1408,0.0851,0.0303,0.0086,0.0001,0,0,0,0.95,0,0.0002,0,0.02356,0.00059,0.0012,0.00728,0.26084,0,0.00211,0.05135,0,0,0.00112,6e-05,0,0,0.09129,0.38808,3e-05,0.17195,0.0004,0.65135,0,0,64.6084213,16.5191002,0,0,35.3916931,11.6839724,0,0,0,0,81.3923645,0.1,0,0,0.2541176,0.0124031,0,0.6048489,0.3382566,0.0471067,0.1926816,1.124843,188.6950073,0.303172,0.0019686,2165.307861,0.2377942,0.3799407,0.092231,82.928894,27.7136021,153.2814178,3.9792471,0.408445,0.3718774,0.3475056,0.3216574,0.3149563,0.245925,0.2998769,0.254919,0.259001,0.3440611,0.3615806,0.4462972
137101A,Gregory River at Burrum Highway (137101A),North East Coast,BURRUM RIVER,No notes,-25.086667,152.240833,-25.296772,152.157109,56,453.4,QLD,n/a,1400,2300,2300,Not nested,n/a,0,19660212,20141231,0.00246429571548586,4,15165,0,n/a,n/a,0.003310543,129.76%,-61.38%,0.180114424,26.13%,-21.27%,2.572094,4.565761,1.775114,0.689472,0,19.560623,1.394404,djf,268.895476,6.781051,jja,0.32546,0.131137,3.64323,0.085854,0.113701,234.18,0.56529,0,90.312784,15.134021,302.375568,51.555944,0.257369,IGNEOUS,0.548820572,SILICSED,0.184267616,0.027635462,0.548820572,0.184267616,0,0.062013841,0,0.177262497,0,18.6447372,49.6052628,65.346489,0.7419893,218.522934,107.9132843,47,658.6777344,123.7148361,611.6777344,5.32,77.8519211,0.8891844,4,0.3090959,0.1355439,0.007949,0.4473,0.0424,0.1665,0.3147,0.0188,0.0065,0.0038,0,0,0,0.37,0,0,0,0.01725,0.00043,0.002,0.00016,0.02166,0,0.00156,0.00105,0,4e-05,8e-05,0.00013,0,0,0.52845,0.41948,5e-05,0.00758,0,0.95556,0,0,92.6821365,70.3467026,0,0,7.3178782,4.9562054,0,0,0,0,77.8519211,1,0.6,0,0.0651163,0.0132231,0,0.5785973,0.2360014,1,0.6180007,1.4113885,237.313736,0.471388,0.0001536,3249.708496,0.3723703,0.4950676,0.0548675,73.915184,29.1711979,185.5360718,4.4411349,0.4700102,0.4048502,0.4238421,0.3548257,0.3626366,0.2885225,0.32911,0.296952,0.2729303,0.381934,0.3961924,0.4573705
137201A,Isis River at Bruce Highway (137201A),North East Coast,BURRUM RIVER,No notes,-25.266944,152.368611,-25.33302,152.274869,56,444.5,QLD,n/a,1400,2300,2300,Not nested,n/a,0,19660211,20141231,0.022793458781362,3,14724,0,n/a,n/a,0.005655276,289.46%,-80.08%,0.172246187,48.37%,-34.41%,2.646083,4.58838,1.734027,0.692447,0,19.691463,1.398142,djf,269.689864,6.621615,jja,0.388174,0.151546,3.037072,0.12575,0.100559,226.5,0.585466,0,75.314889,9.724324,307.769543,40.841667,0.186716,IGNEOUS,0.410329208,SILICSED,0.327911987,0.017608142,0.410329208,0.327911987,0,0.190412045,0,0.053738866,0,18.6118412,54.7807045,65.5328979,0.854343384,153.7676239,106.9044647,19,340.4396362,81.249939,321.4396362,5.39,45.0760574,0.7521214,4,0.5417154,0.2012477,0.0071988,0.4651,0.0601,0.1853,0.2714,0.0122,0.0036,0.0023,0,0,0,0.29,0.0001,0,0,0.01832,0.00035,0.0043,0.00024,0.06004,0,0.00171,0.00048,0,1e-05,0,2e-05,0,0,0.60366,0.3072,0,0.00245,0.0011,0.91331,0,0,78.1007767,55.4721107,0,0,21.8992748,16.7672462,0,0,0,0,45.0760574,0,0,0,0.0879433,0.002963,1,0.4122685,0.2850687,0.002578,0.1438233,4.6480827,740.508606,0.8220598,0.0450444,3340.628662,0.3907194,0.5059884,0.0463818,71.7853928,28.9806519,187.9737244,4.4825377,0.4725954,0.4166325,0.4289435,0.3592829,0.3690156,0.2961533,0.3309006,0.2919985,0.2668691,0.3828546,0.4006413,0.4638734
138004B,Munna Creek at Marodian (138004B),North East Coast,MARY RIVER (QLD),No notes,-25.903611,152.349167,-25.736214,152.192176,56,1189,QLD,n/a,1400,2300,2300,Not nested,n/a,0,19741002,20141231,0.0123120876130875,1,13774,5.91598E-05,897.09%,-100%,0.012038646,75.91%,-50.53%,0.264563162,22.59%,-19.69%,2.419053,4.465955,1.846158,0.673191,0,20.42043,1.364772,djf,271.29733,6.674868,jja,0.326208,0.140369,4.786551,0.265498,0.170996,241.073171,0.68281,0,63.264721,9.079422,279.92438,38.909091,0.132231,IGNEOUS,0.341760521,SILICSED,0.308096676,0.020202165,0.341760521,0.308096676,0.040353966,0.010921972,0,0.27866291,0,15.9375,51.6875,72.1875,0.688528292,94.763237,95.9983673,46,727.2301636,187.2258606,681.2301636,12.88,97.9977112,0.9410785,5,0.3976964,0.2218112,0.007081,0.6086,0.0743,0.1499,0.1505,0.0098,0.0049,0.0021,0,0,0,1,0,0,0,0.00025,0,0,8e-05,0.26106,0,0.00111,0.02164,0,0,2e-05,1e-05,0,0,0.38388,0.28346,0,0.04854,0,0.71588,0,0,93.7444763,43.6226425,0.325576,0.325576,5.9299412,0.9158534,0,0,0,0,97.9977112,1,0,0,0.027027,0.0347826,0,0.7371795,0.2796033,0.4091476,0.3443755,0.3429304,0.7702439,0,0,2917.576904,0.3169973,0.4565639,0.0774911,78.7368774,29.6873837,170.1618958,4.910912,0.5150755,0.4629317,0.463247,0.3953218,0.3863925,0.3078266,0.3653244,0.3190598,0.2905071,0.4173962,0.4465222,0.5378712
138009A,Tinana Creek at Tagigan Road (138009A),North East Coast,MARY RIVER (QLD),No notes,-26.078611,152.783889,-26.146885,152.800467,56,101.4,QLD,n/a,1400,2300,2300,Not nested,n/a,0,19740714,20141231,0.0308504160746905,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.621214,4.39855,1.214661,0.602122,0,18.747544,1.425729,djf,244.222737,5.500316,jja,0.723428,0.208002,2.693747,0.829744,0.293787,167.658537,1.94344,0,38.807016,6.186992,205.891361,34.508547,0.086632,METAMORPH,0.831530304,IGNEOUS,0.074142284,0.044044209,0.074142284,0.050282817,0,0,0.831530304,0,0,24.333334,36.5,53.4444466,0.6788838,120.5892334,81.7074127,63,381.1811829,148.3703918,318.1811829,14.96,24.7797832,0.8243865,3,0.4608453,0.2509403,0.0125426,0.6633,0.0961,0.121,0.0966,0.0198,0.0031,0,0,0,0,0.61,0,0,0,0.01103,0.04588,0,0,0.24001,0,0,0,0,0,0,9e-05,0,0,0.69565,0.00734,0,0,0,0.70299,0,0,100,31.6293087,0,0,0,0,0,0,0,0,24.7797832,0,0,0,0.5222222,0.0888889,1,0.7058233,0.3719363,0,0.1859681,7.2874918,11.1569777,1,0.4287166,5105.127441,0.4030657,0.6884418,0.1428831,66.5218658,18.2737293,159.7820892,7.5685158,0.758698,0.769271,0.7670671,0.6380727,0.5527422,0.4970694,0.5226678,0.4893754,0.4366592,0.6062117,0.6750526,0.8434541
138010A,Wide Bay Creek at Kilkivan (138010A),North East Coast,MARY RIVER (QLD),No notes,-26.079444,152.22,-26.182566,152.198938,56,351.8,QLD,n/a,1400,2300,2300,Not nested,n/a,0,19741016,20141231,0.136719547899503,2,11825,0,n/a,n/a,0.00808593,71.42%,-49.54%,0.169516487,19.06%,-16.67%,2.304168,4.335934,1.881779,0.619098,0,20.878371,1.368873,djf,273.456195,6.698718,jja,0.193029,0.085112,3.152251,0.427604,0.180559,188.051282,0.352619,0,52.86172,9.129353,260.880511,41.732719,0.2975,IGNEOUS,0.623023148,SEDVOLC,0.141020412,0.126341496,0.623023148,0,0,0,0.109615374,0.141020412,0,39,62,29,0.603513429,100,80.4566345,117,702.7022095,290.9729309,585.7022095,13.32,37.3987579,0.7099116,4,0.5681629,0.3006661,0.0157424,0.6293,0.0974,0.1396,0.0918,0.0313,0.0106,0,0,0,0,0.81,0.0012,0,0,0.01692,2e-05,0,0.00275,0.18384,0,0.00017,0.07792,0,0,7e-05,0.0002,0,0,0.13076,0.38728,8e-05,0.19887,0,0.71699,0,0,99.208374,24.0601616,0,0,0.7916201,0.7916201,0,0,0,0,37.3987579,0,0,0,0.2307692,0.0355556,0,0.7551546,0.3367516,0.3772748,0.3570132,0.6200613,170.7573242,0.1194876,0.0001956,2795.891357,0.2637877,0.4353445,0.113048,82.7350464,27.3341198,152.1403198,4.6438375,0.4754757,0.4476787,0.4224821,0.3869888,0.3625655,0.2938116,0.3501074,0.3044659,0.2872173,0.3869485,0.401655,0.5198826
138113A,Kandanga Creek at Hygait (138113A),North East Coast,MARY RIVER (QLD),No notes,-26.39,152.644444,-26.431179,152.508856,56,170.3,QLD,n/a,1400,2300,2300,Not nested,n/a,0,19711111,20141231,0.0540077425905947,1,13048,0.000691938,379.87%,-100%,0.068679096,14.76%,-10.74%,0.706885496,4.03%,-3.67%,2.917367,4.252685,1.457713,0.63341,0,19.037261,1.452924,djf,251.970351,6.097015,jja,0.69634,0.233313,3.19631,0.442232,0.206395,204.386364,1.720521,0,43.297783,7.487288,251.430984,43.478814,0.155776,SEDVOLC,0.543430443,IGNEOUS,0.209938602,0.04077517,0.209938602,0,0,0,0.205854378,0.543430443,0,27.1428566,-99,44.7261925,0.807465121,147.4205322,99.7204742,82,678.1188965,299.0943604,596.1188965,21.98,45.6790085,0.7769684,3,0.331057,0.3675157,0.013119,0.7907,0.085,0.0839,0.0384,0.002,0,0,0,0,0,1,0,0,0,0.00131,0.00152,0,0.00015,0.12369,0,9e-05,0,0,0,0,0,0,0,0.81617,0.05704,0,3e-05,0,0.87324,0,0,82.299118,48.5160217,0,0,17.7008018,7.7336969,0,0,0,0,45.6790085,0.1,0,0,0.292,0.0796813,0,0.6823385,0.2386479,0.04,0.139324,1.7987175,3.0617394,0.9949913,0,4252.887695,0.3286525,0.5952074,0.1630549,77.6903381,25.2155857,145.6060333,7.0280361,0.7287654,0.7157142,0.6655844,0.5885735,0.5182303,0.4430057,0.4905693,0.4464779,0.4060913,0.5995306,0.6277514,0.7869897
143009A,Brisbane River at Gregors Creek (143009A),North East Coast,BRISBANE RIVER,No notes,-26.996389,152.408611,-26.897586,152.134848,56,3868.7,QLD,n/a,1400,2300,2300,Not nested,n/a,0,19620208,20141231,0.00445134575569358,1,18157,0.000106679,n/a,n/a,0.026243958,82.55%,-54.72%,0.222458345,31.66%,-26.57%,2.262899,4.208098,1.859605,0.600479,0,20.878371,1.398873,djf,266.073064,6.695673,jja,0.194387,0.085545,3.306518,0.726546,0.278081,216.759259,0.476989,0,35.397005,7.485944,208.792958,40.873606,0.076583,IGNEOUS,0.472249413,SILICSED,0.346752777,0.095320158,0.472249413,0.346752777,0,0.019368056,0.064865746,0.00144669,0,30.75,57,48.75,0.647643902,81.4575882,87.889801,89,979.5814819,388.0463867,890.5814819,14.97,153.8766785,0.6910314,5,0.4568041,0.3378399,0.0058056,0.6924,0.1131,0.1304,0.0574,0.006,0.0008,0,0,0,0,1,0,0.0001,0,0.00249,0.00019,0.0001,0.00177,0.20386,0,0.00407,0.03525,0,0,0.00029,0.00011,0,0,0.22945,0.42369,0,0.09818,0.0003,0.75132,0.0133166,0.0133166,94.8938828,29.4997635,0,0,5.0915437,1.3517284,0,0,0.0013294,0,153.8766785,0,0,0,0.24,0,0,0.75,0.3371312,0.081521,0.2093261,1.5644599,709.1314087,0.4460161,0.0093236,2631.955566,0.2376587,0.4246351,0.1386829,89.6896362,34.1486435,136.7423096,5.3723354,0.5367138,0.5251752,0.4733991,0.4444517,0.4133785,0.3515797,0.3891468,0.349066,0.3306408,0.4801501,0.4877011,0.5838799
143110A,Bremer River at Adams Bridge (143110A),North East Coast,BRISBANE RIVER,No notes,-27.8275,152.510833,-27.889554,152.461694,56,125.7,QLD,n/a,1400,2300,2300,Not nested,n/a,0,19690223,20141231,0.0437664198710294,1,14712,0,n/a,n/a,0.009194988,444.21%,-98.58%,0.280221241,91.17%,-56.31%,2.513388,4.193574,1.668494,0.650913,0,20.336319,1.439153,djf,265.241294,6.634175,jja,0.421273,0.162893,3.505797,0.250534,0.126879,215.782609,0.766607,0,71.613175,7.949367,285.175523,32.061538,0.35729,IGNEOUS,0.634326057,UNCONSOLDTED,0.196545506,0.196545506,0.634326057,0,0,0.169128227,0,0,0,39,60,42,0.86784387,62.2140083,87.138298,79,879.8816528,206.5794678,800.8816528,13.28,27.3041248,1.0515789,3,0.4759038,0.1712745,0.0297558,0.5726,0.0743,0.1285,0.1107,0.07,0.044,0,0,0,0,0.75,0,0,0,0.047,0.00522,0.0033,0.00627,0.32924,0,0.00046,0.025,0,0,0,0,0,0,0.27581,0.27165,0,0.03602,0,0.58348,0,0,54.4200478,7.658793,0,0,45.5799255,18.770647,0,0,0,0,27.3041248,0,0,0,0.3935484,0.2954545,1,0.7634943,0.4153711,0.0415402,0.2284557,1.8836198,5.886827,1,0,3747.219482,0.2835672,0.4762619,0.1315792,88.2856827,32.7717476,143.4436493,5.3615546,0.5718367,0.5339891,0.4681912,0.4398158,0.3986621,0.3166526,0.3704629,0.3352112,0.2994222,0.4643621,0.5383183,0.6170966
143303A,Stanley River at Peachester (143303A),North East Coast,BRISBANE RIVER,No notes,-26.838889,152.840556,-26.818596,152.860416,56,104,QLD,n/a,1400,2300,2300,Not nested,n/a,0,19510101,20141231,0.00491957563312799,5,22239,0.042631885,110.12%,-60.60%,0.360232692,37.27%,-30.11%,3.210665385,15.96%,-14.10%,4.461887,4.219386,0.945651,0.627496,0,18.551283,1.521073,djf,235.260177,5.433412,jja,2.050684,0.455848,2.005094,0.79113,0.304122,206.338462,6.700269,0.016041,36.130874,5.241458,194.974818,29.216471,0.000129,SILICSED,0.513794899,IGNEOUS,0.4089785,0.077226362,0.4089785,0.513794899,0,0,0,0,0,22.666666,32.9479179,64.4583282,0.859390667,148.5804596,105.7398834,135,542.2855835,223.1925049,407.2855835,13.55,26.5919571,0.7906488,3,0.4551719,0.2907726,0.0169193,0.6499,0.0865,0.1074,0.1273,0.015,0.014,0,0,0,0,1,0,0,0,0,0,0,0,0.09778,0,0,0,0,0,0,0,0,0,0.8823,0.01521,0,5e-05,0.0047,0.89756,0,0,100,35.6022148,0,0,0,0,0,0,0,0,26.5919571,0,0,0,0.5935065,0.3738776,1,0.7559621,0.4194595,0,0.2097298,17.95191,248.3836517,1,0.6946359,7719.293945,0.3869583,0.7284741,0.1853597,70.76371,15.1824684,147.2447968,8.5660305,0.9081408,0.8464223,0.8486009,0.6988776,0.5856202,0.5354029,0.5668381,0.5808198,0.4994576,0.7162978,0.813883,0.9543408
145010A,Running Creek at 5.8KM Deickmans Bridge (145010A),North East Coast,LOGAN-ALBERT RIVERS,No notes,-28.246389,152.891111,-28.308852,152.975219,56,132.2,QLD,n/a,1400,2300,2300,Not nested,n/a,0,19651128,20141231,0.0014500027884669,6,16754,0.068139622,92.23%,-47.05%,0.288508321,32.87%,-27.61%,1.376670953,17.33%,-15.18%,3.561496,3.924261,1.101858,0.563815,0,19.112027,1.413269,djf,241.073224,5.469678,jja,0.864114,0.242764,2.183983,1.001643,0.426705,203.08,2.564643,0.041544,18.135004,3.673554,115.276613,14.092269,0,IGNEOUS,0.963648529,UNCONSOLDTED,0.036351674,0.036351674,0.963648529,0,0,0,0,0,0,23.5,62,63.125,1.003979273,214.8466187,161.990799,99,1001.968567,445.1916809,902.968567,29.73,37.2936859,0.8142431,3,0.3440494,0.3831691,0.0242036,0.8727,0.0595,0.0465,0.0195,0.0018,0,0,0,0,0,1,0,0,0,0.01472,0.00387,0.0005,0.00151,0.28975,0,0,0.00088,0,0,0,0,0,0,0.58454,0.09375,0,0.01058,0,0.68887,0,0,81.9734573,45.5999908,0,0,17.934515,3.8547628,0,0,0.0920552,0.223568,37.2936859,0,0,0,0.3352941,0.1416667,1,0.6467882,0.1168483,0.3479431,0.2323957,1.786922,5.9510856,0.9973691,0,4567.773438,0.2556229,0.6162385,0.263533,86.5475311,28.1024151,119.1371765,8.195672,0.8869865,0.806284,0.7561737,0.6725971,0.5664957,0.4877212,0.5382764,0.5243886,0.4723853,0.702774,0.8228047,0.9477198
145011A,Teviot Brook at Croftby (145011A),North East Coast,LOGAN-ALBERT RIVERS,No notes,-28.147778,152.570833,-28.206583,152.533837,56,82.8,QLD,n/a,1400,2300,2300,Not nested,n/a,0,19660209,20141231,0.0151192742748348,4,16961,0.002173961,257.06%,-84.83%,0.053623309,65.06%,-42.57%,0.51207971,31.99%,-25.40%,2.720329,3.970789,1.459672,0.585794,0,19.728846,1.410154,djf,251.409607,5.79638,jja,0.481922,0.175973,3.232087,0.481577,0.243013,225.48,1.251696,0,39.021193,5.835404,237.200677,33.107246,0.055549,OTHERSED,0.616143951,IGNEOUS,0.309782982,0.033901017,0.309782982,0.040172243,0,0.616143951,0,0,0,23,60,56,0.712404307,147.6609344,107.7712936,168,1326.514893,427.2130432,1158.514893,19.27,19.1214104,0.7779263,3,0.5445681,0.222674,0.0605038,0.7553,0.1029,0.09,0.0438,0.008,0,0,0,0,0,1,0,0,0,0.00968,0.00043,0,0.00011,0.20045,0,0.0007,0.00038,0,0,0,0,0,0,0.58309,0.20112,0,0.00395,0,0.78816,0,0,89.3631363,40.3365631,0,0,10.5969105,7.3975458,0,0,0.0399676,0.1198999,19.1214104,0,0,0,0.016,0.032,0,0.6875,0.1897274,0,0.0948637,0.9310799,1.2831697,0.4006397,0,4192.631348,0.2367885,0.5111353,0.219424,92.3464355,35.38451,121.9657974,7.4745479,0.7952282,0.7292457,0.672749,0.6015463,0.518281,0.4378256,0.5040578,0.488001,0.476041,0.6628008,0.7409554,0.8378219
145018A,Burnett Creek at Up Stream Maroon Dam (145018A),North East Coast,LOGAN-ALBERT RIVERS,No notes,-28.219722,152.608333,-28.2711,152.577633,56,81.5,QLD,n/a,1400,2300,2300,Not nested,n/a,0,19700507,20141231,0.0122011036174126,3,15074,0.002334429,540.35%,-89.28%,0.066853252,95.57%,-52.17%,0.787889448,33.67%,-26.04%,2.849313,3.865154,1.356522,0.565019,0,19.130719,1.416609,djf,246.306836,5.668961,jja,0.508491,0.179079,3.352444,0.723999,0.307467,215.044444,1.687632,0,48.538281,6.205797,214.942291,28.133531,0.067035,OTHERSED,0.588862495,IGNEOUS,0.295184345,0,0.295184345,0.115953226,0,0.588862495,0,0,0,55.2000008,61.2000008,26.2000008,0.796683841,160.5167999,117.1019821,229,1243.466553,535.833313,1014.466553,27.66,20.0381088,0.8916323,3,0.5163749,0.3026805,0.050643,0.8643,0.0751,0.0463,0.0141,0.0002,0,0,0,0,0,1,0,0,0,0.0015,0,0,5e-05,0.09371,0,0,0,0,0,0,0,0,0,0.82218,0.08262,0,0,0,0.9048,0,0,95.9119644,67.2552948,0,0,3.622802,3.6025629,0.0202288,0.0202288,0.4450192,1.4766223,20.0381088,0,0,0,0.1931034,0,0,0.4645833,0.0842861,0,0.042143,0.6975279,1.32077,0.0024282,0,4572.272949,0.2259958,0.5506629,0.2665423,92.7267761,34.4530487,113.1757965,9.5696421,1.0142986,0.9344133,0.8989753,0.7783388,0.6498477,0.5675319,0.6337613,0.6446467,0.6046956,0.8309931,0.9322742,1.0671805
145101D,Albert River at Lumeah Number 2 (145101D),North East Coast,LOGAN-ALBERT RIVERS,No notes,-28.053056,153.045278,-28.183984,153.067021,56,166.8,QLD,n/a,1400,2300,2300,Not nested,n/a,0,19540317,20141231,0.00589957216843053,3,14068,0.014732662,137.04%,-79.67%,0.194559652,53.54%,-37.92%,1.116940048,22.97%,-19.59%,3.474841,3.989097,1.147994,0.573788,0,18.57932,1.41093,djf,244.409652,5.6036,jja,0.790784,0.223673,2.352249,0.882759,0.353453,200.790323,2.319995,0.008356,22.83433,4.630872,150.673485,18.433198,0.014134,IGNEOUS,0.856862793,UNCONSOLDTED,0.077509718,0.077509718,0.856862793,0,0,0.065627294,0,0,0,61.227272,61.9090881,22.4772739,1.022446883,162.870285,159.9700165,89,1136.491699,372.7765503,1047.491699,26.71,41.7045326,0.8687742,3,0.3496303,0.2781896,0.0253703,0.7916,0.0626,0.068,0.0387,0.0351,0.004,0,0,0,0,0.81,0,0,0,0.03476,0.00592,0.004,0.00338,0.24415,0,0.00062,0.00105,0,0,0,0,0,0,0.36842,0.31243,0,0.02534,0,0.70619,0,0,51.2574539,31.2817135,0,0,48.7425461,15.65236,0,0,0,0.0305664,41.7045326,0,0,0,0.3923077,0.3864865,1,0.9256757,0.1869326,0.0400347,0.1134837,2.3396482,8.8924475,1,0,4912.461426,0.2644608,0.603233,0.2311427,82.4427872,23.4932289,125.5084763,7.8838463,0.8511201,0.7598389,0.7099246,0.6419261,0.5378723,0.4688839,0.5141484,0.5189272,0.4994083,0.6810863,0.7878658,0.9026874
145107A,Canungra Creek at Main Rd Bridge (145107A),North East Coast,LOGAN-ALBERT RIVERS,No notes,-27.996667,153.158333,-28.131747,153.138814,56,99.7,QLD,n/a,1400,2300,2300,Not nested,n/a,0,19730126,20141231,0.0019588638589618,1,14271,0.086140321,n/a,n/a,0.29209328,3.88%,-3.44%,1.600682046,2.32%,-2.15%,3.9866,3.948429,0.990425,0.575184,0,17.626055,1.449654,djf,236.447086,5.412923,jja,0.98534,0.247395,2.048976,0.923985,0.416948,200.232558,2.679272,0.057257,18.973405,4.589595,128.488665,14.187335,0.001374,IGNEOUS,0.849122391,SILICSED,0.120634155,0.030243299,0.849122391,0.120634155,0,0,0,0,0,62,62,22,1.114259455,240.2644043,187.74086,79,1158.84729,447.0945435,1079.84729,31.27,41.3574028,0.7948771,2,0.2775474,0.3416356,0.0261402,0.8964,0.045,0.0311,0.0271,0.0004,0,0,0,0,0,1,0,0,0,0.00198,0.00282,0,5e-05,0.00669,0,0,0.00046,0,5e-05,0,0,0,0,0.90047,0.08497,0,5e-05,0.0024,0.98549,0,0,72.476265,52.492012,0,0,27.523756,14.166543,0,0,0,0.0328909,41.3574028,0,0,0,0.3416667,0.0068966,0,0.5881466,0.1219173,0.0391209,0.0805191,10.5120735,330.4269104,0.9993414,0.1004281,6612.330566,0.277151,0.675792,0.2670557,80.1588058,22.4558868,119.0753479,8.5879498,0.9256345,0.8191818,0.795897,0.687817,0.5666525,0.5072612,0.5517763,0.5839383,0.5653947,0.7449107,0.8537025,0.9755924
146010A,Coomera River at Army Camp (146010A),North East Coast,SOUTH COAST,No notes,-28.025833,153.193056,-28.112992,153.168125,56,97,QLD,n/a,1400,2300,2300,Not nested,n/a,0,19621003,20141231,0.000943247916994183,5,18112,0.015534206,289.77%,-76.21%,0.212012371,46.47%,-38.64%,1.37977732,16.69%,-15.17%,3.980929,4.004902,1.006022,0.590152,0,17.457832,1.459375,djf,237.549882,5.476837,jja,1.048481,0.256665,2.129175,0.761985,0.286627,198.188679,2.791639,0.002619,27.683517,4.487578,184.07144,21.542601,0.030789,IGNEOUS,0.740863647,SILICSED,0.259136581,0,0.740863647,0.259136581,0,0,0,0,0,42.386364,42.9090881,39.4318161,1.051616409,188.5505524,172.3943176,87,1119.247437,360.5851135,1032.247437,27.4,39.372551,0.7946126,3,0.2877038,0.2605213,0.0260573,0.854,0.0608,0.0529,0.0302,0.0021,0,0,0,0,0,1,0,0,0,0,0,0,9e-05,0.23687,0,0,0.00028,0,0,0,0,0,0,0.71613,0.04657,0,5e-05,0,0.76275,0,0,87.1476746,38.930378,0,0,12.8523197,2.0629358,0,0,0,0,39.372551,0,0,0,0.144,0,1,0.0763889,0.2883593,0,0.1441797,10.005188,330.4269104,0.8664187,0.6094014,6446.983398,0.3072109,0.699846,0.2452681,76.799408,18.8371964,126.132309,8.4249277,0.9102659,0.8061333,0.7833002,0.6781147,0.5593125,0.4989193,0.5426251,0.5710674,0.5515779,0.7244333,0.8314483,0.9576035
